star_name|ra|dec|ra_J2016|dec_J2016|tic_id|gaia_dr2_id|gaia_dr3_id|hip_name|tm_name|tyc_name|wds_designation|simbad_name|source_list_fl|sy_pmra|sy_pmraerr|sy_pmdec|sy_pmdecerr|sy_pmsrc|sy_pm_reflink|sy_ujmag|sy_ujmagerr|sy_ujmagsrc|sy_ujmag_reflink|sy_bmag|sy_bmagerr|sy_bmagsrc|sy_bmag_reflink|sy_vmag|sy_vmagerr|sy_vmagsrc|sy_vmag_reflink|sy_rcmag|sy_rcmagerr|sy_rcmagsrc|sy_rcmag_reflink|sy_icmag|sy_icmagerr|sy_icmagsrc|sy_icmag_reflink|sy_jmag|sy_jmagerr|sy_jmagsrc|sy_jmag_reflink|sy_hmag|sy_hmagerr|sy_hmagsrc|sy_hmag_reflink|sy_kmag|sy_kmagmerr|sy_kmagsrc|sy_kmag_reflink|sy_tmag|sy_tmagerr|sy_gaiamag|sy_gaiamagerr|sy_gaiamagsrc|sy_gaiamag_reflink|sy_bpmag|sy_bpmagerr|sy_rpmag|sy_rpmagerr|sy_plx|sy_plxerr|sy_plxsrc|sy_plx_reflink|sy_dist|sy_disterr|sy_distsrc|sy_dist_reflink|ambiguous_dist_fl|st_spectype|st_spectype_reflink|dwarf_fl|st_teff|st_tefferr|st_teffsrc|st_teff_reflink|st_logg|st_loggerr|st_loggsrc|st_logg_reflink|st_loggspec|st_loggspecerr|st_loggspecsrc|st_loggspec_reflink|st_met|st_meterr|st_metsrc|st_met_reflink|st_lum|st_lumerr|st_lumsrc|st_lum_reflink|st_rad|st_raderr|st_radsrc|st_rad_reflink|st_mass|st_masserr|st_masssrc|st_mass_reflink|uncertain_M_flag|st_age|st_ageerr|st_agesrc|st_age_reflink|contaminant_fl|brightest_sep|brightest_Gmag|brightest_id|nearest_sep|nearest_Gmag|nearest_id|known_binary_fl|gaia_binary_fl|wds_comp|wds_sep|wds_deltamag|GCNS_companion|GCNS_sep|GCNS_mag_diff|sy_planets_flag|hostname
TIC 156953989|178.27181287609|18.93002900276|178.27180862001092|18.930387225877706|156953989|3975087310139804800|3975087310139804800|57949|2MASS J11530522+1855480|1443-46-1|null|MCC 622|tic_near|-0.9600100171012096|0.0242738611996173|80.57682182469755|0.0219352394342422|GaiaDR3|2023A&A...674A...1G|null|null|null|null|13.21|null|Simbad||13.673|0.007|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|11.204|0.08|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.756|0.039|TIC|2019AJ....158..138S|8.095|0.031|TIC|2019AJ....158..138S|7.883|0.017|TIC|2019AJ....158..138S|9.961|0.007|10.942697525024414|0.002790377955817486|gaia_dr3|2023A&A...674A...1G|11.92600917816162|0.0029503503225971417|9.960909843444824|0.003830941075546347|31.978962518830883|0.0201976429671049|GaiaDR3|2023A&A...674A...1G|31.230384826660156|0.018441200256347656|bj2021|2021AJ....161..147B|0|M0.5V|2013AJ....145..102L|1|3798.0|null|TIC|2019AJ....158..138S|4.703446314166575|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.08|null|Simbad 2020ApJ...892...31B|2020ApJ...892...31B|-1.2640852594514727|0.09787708360198724|update_TIC|Calculated Value|0.5388899624033209|null|calc_from_L_and_Teff|Calculated Value|0.5350309131159621|0.012590970363026107|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 3819573|170.45454879755|18.19103132614|170.453815331291|18.190575256867636|3819573|3977050728669175040|3977050728669175040|null|2MASS J11214912+1811280|1437-352-2|WDS J11218+1811B|HD  98736B|tic_near|-156.60023902200032|0.0276408158242702|-102.61894073775169|0.0197410937398672|GaiaDR3|2023A&A...674A...1G|null|null|null|null|null|null|null|null|11.13|null|Simbad 2001KFNT...17e.409K|2001KFNT...17e.409K|null|null|null|null|null|null|null|null|7.653|0.075|TIC|2019AJ....158..138S|7.091|0.049|TIC|2019AJ....158..138S|6.963|0.055|TIC|2019AJ....158..138S|9.092|0.045|10.387516021728516|0.0028466784066845177|gaia_dr3|2023A&A...674A...1G|11.328896522521973|0.0031476795259505956|9.421860694885254|0.003885340560196493|31.01044503570909|0.0251159500330686|GaiaDR3|2023A&A...674A...1G|32.21213912963867|0.0237884521484375|bj2021|2021AJ....161..147B|0|M0.0V|2015A&A...577A.128A|1|3804.0|8.0|gspspec|2023A&A...674A...1G|4.53211956046978|0.04688125863199144|calculated_from_M_and_R|Calculated Value|4.579999923706055|0.11999988555908203|gspspec|2023A&A...674A...1G|-0.0|0.0249999994412064|gspspec [M/H]|2023A&A...674A...1G|-0.9861466320220005|0.045504924602051564|calc_from_gaia|Calculated Value|0.7397727202601055|0.03888101385222915|calc_from_L_and_Teff|Calculated Value|0.6795924693770864|0.016693560609320243|Mann2019|Calculated Value|0|null|null|null|null|null|5.075365|7.767738|3977050728669174912|5.075365|7.767738|3977050728669174912|1|1|B|5.1|-3.0600000000000005|null|null|null|0|null
TIC 159525932|168.80172730313|19.45331284183|168.80258887774315|19.45118404016304|159525932|3978179338700027008|3978179338700027008|null|2MASS J11151240+1927124|null|null|G  56-26|tic_near|182.65304423013393|0.0255016777664423|-479.0472724073965|0.0223112162202596|GaiaDR3|2023A&A...674A...1G|null|null|null|null|14.435|null|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.46|0.2|TIC cdwrf|2019AJ....158..138S|12.701|0.09|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.919|0.041|TIC|2019AJ....158..138S|8.366|0.021|TIC|2019AJ....158..138S|8.086|0.024|TIC|2019AJ....158..138S|10.462|0.007|11.697439193725586|0.0028155171717873066|gaia_dr3|2023A&A...674A...1G|13.166178703308104|0.0033673651727457493|10.511726379394531|0.0038844874846005574|53.88659165003987|0.0265794694423675|GaiaDR3|2023A&A...674A...1G|18.546485900878903|0.009151458740230822|bj2021|2021AJ....161..147B|0|M3.5V|2013AJ....145..102L|1|3350.0|null|TIC|2019AJ....158..138S|4.882704129621075|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.7200000286102295|0.10499998927116394|gspspec [M/H]|2023A&A...674A...1G|-1.8784319650589256|0.10833300969273214|update_TIC|Calculated Value|0.34146567060987937|null|calc_from_L_and_Teff|Calculated Value|0.3245866089974719|0.007240761287596724|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 3901009|171.63620611446|21.75719285936|171.63600669962224|21.756438293401366|3901009|3978910415148365696|3978910415148365696|null|2MASS J11263270+2145262|null|null|LSPM J1126+2145|tic_near|-41.70673822438597|0.0236679818481206|-169.5385786410552|0.0176329314708709|GaiaDR3|2023A&A...674A...1G|null|null|null|null|13.3|null|Simbad 2003AJ....125..984M|2003AJ....125..984M|12.173|0.098|TIC cdwrf|2019AJ....158..138S|11.782|0.05|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|9.094|0.018|TIC|2019AJ....158..138S|8.478|0.026|TIC|2019AJ....158..138S|8.274|0.017|TIC|2019AJ....158..138S|10.384|0.007|11.405698776245115|0.002815144204021195|gaia_dr3|2023A&A...674A...1G|12.453373908996582|0.0035129806106299916|10.389922142028809|0.003948287200519368|31.11445071994135|0.0208649281412363|GaiaDR3|2023A&A...674A...1G|32.11429977416992|0.021427154541015625|bj2021|2021AJ....161..147B|0|M2.2|2020ApJ...892...31B|1|3718.0|null|TIC|2019AJ....158..138S|4.750737420455916|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.16|null|Simbad 2020ApJ...892...31B|2020ApJ...892...31B|-1.3932885008373554|0.09947450909302492|update_TIC|Calculated Value|0.48460693355636825|null|calc_from_L_and_Teff|Calculated Value|0.4824463668951272|0.010818116108117656|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 202357042|175.99525912461|21.46043988276|175.99522404502042|21.459604903292636|202357042|3979553453361445888|3979553453361445888|null|2MASS J11435884+2127380|null|null|LSPM J1143+2127|tic_near|-7.484156326701046|0.1082172021269798|-188.52180262887532|0.0721256732940673|GaiaDR3|2023A&A...674A...1G|null|null|null|null|13.8|null|Simbad 2003AJ....125..984M|2003AJ....125..984M|12.691|0.045|TIC cdwrf|2019AJ....158..138S|12.349|0.1|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|9.424|0.023|TIC|2019AJ....158..138S|8.764|0.021|TIC|2019AJ....158..138S|8.543|0.016|TIC|2019AJ....158..138S|11.375|0.6|11.818334579467772|0.0027840089763420633|gaia_dr3|2023A&A...674A...1G|12.93198585510254|0.0030800891346285816|10.76048755645752|0.0038100375996225904|25.528252921690672|0.1002814695239067|GaiaDR3|2023A&A...674A...1G|39.12522888183594|0.14466667175292613|bj2021|2021AJ....161..147B|0|null|null|0|3565.0|15.0|gspspec|2023A&A...674A...1G|4.623615733340848|0.06498174778204538|calculated_from_M_and_R|Calculated Value|4.329999923706055|0.1699998378753662|gspspec|2023A&A...674A...1G|-0.5099999904632568|0.0550000071525574|gspspec [M/H]|2023A&A...674A...1G|-1.315946113514705|0.0637227613237156|calc_from_gaia|Calculated Value|0.5761831051079135|0.0425480061571685|calc_from_L_and_Teff|Calculated Value|0.508943|0.012213|Kordopatis2023|2023A&A...669A.104K|0|8.385345|5.549133|Kordopatis2023|2023A&A...669A.104K|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 119584412|175.57655860372|23.02685510865|175.57556859536825|23.027039354714887|119584412|3980045523465047168|3980045523465047168|57099|2MASS J11421839+2301365|1982-01985-1|WDS J11423+2302A|LP  375-23|tic_near|-204.89148844107905|0.0175857245922088|41.838892671874646|0.0188763085752725|GaiaDR3|2023A&A...674A...1G|null|null|null|null|12.46|0.29|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|11.41|0.13|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|11.146|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.649|0.026|TIC|2019AJ....158..138S|8.002|0.021|TIC|2019AJ....158..138S|7.805|0.024|TIC|2019AJ....158..138S|9.856|0.007|10.829634666442873|0.002788984225691982|gaia_dr3|2023A&A...674A...1G|11.801276206970217|0.0032813311944804692|9.856868743896484|0.003868247905882642|32.36972061451368|0.0240759570151567|GaiaDR3|2023A&A...674A...1G|30.85647201538086|0.023633956909179688|bj2021|2021AJ....161..147B|0|M0.5V|2013AJ....145..102L|1|3815.0|null|TIC|2019AJ....158..138S|4.69420607772842|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.22|null|Simbad 2014MNRAS.443.2561G|2014MNRAS.443.2561G|-1.2405820579716715|0.09819839409916464|update_TIC|Calculated Value|0.54874747042332|null|calc_from_L_and_Teff|Calculated Value|0.543104639729943|0.012955184945736989|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|1|1|A|105.1|2.6500000000000004|3980045656608797184|105.0501|2.363|1|TOI-1801
TIC 371794604|172.93080305006|22.66713968237|172.927987345748|22.66728574907765|371794604|3980560507224374400|3980560507224374400|56238|2MASS J11314339+2240016|1982-00539-1|null|BD+23  2359|tic_near|-584.6632692428016|0.0197594631463289|32.818514798942964|0.0173775814473629|GaiaDR3|2023A&A...674A...1G|12.938|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|11.745|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|10.27|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|9.326|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|8.285|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|7.171|0.03|TIC|2019AJ....158..138S|6.545|0.044|TIC|2019AJ....158..138S|6.322|0.017|TIC|2019AJ....158..138S|8.446|0.007|9.469825744628906|0.0028231630561138103|gaia_dr3|2023A&A...674A...1G|10.514904975891112|0.0032508436069161304|8.457804679870605|0.00388759646743315|63.21478181647069|0.0206120666116476|GaiaDR3|2023A&A...674A...1G|15.808624267578123|0.005551815032958984|bj2021|2021AJ....161..147B|0|M2V|1986AJ.....92..139S|1|3713.0|null|TIC|2019AJ....158..138S|4.691424516653105|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.0700000002980232|0.0399999991059303|gspspec [M/H]|2023A&A...674A...1G|-1.2810898454339137|0.0994407268705116|update_TIC|Calculated Value|0.5529143018449865|null|calc_from_L_and_Teff|Calculated Value|0.5478637132624637|0.013173602389880357|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 386971578|174.66897724045|23.72993694846|174.66788731710446|23.72994831088609|386971578|3981077930524474240|3981077930524474240|null|2MASS J11384055+2343478|null|WDS J11387+2344A|G 120-65|tic_near|-224.57547655131833|0.0410236604511737|2.7196085979125577|0.0408638715744018|GaiaDR3|2023A&A...674A...1G|null|null|null|null|14.1|null|Simbad 2003AJ....125..984M|2003AJ....125..984M|12.816|0.028|TIC cdwrf|2019AJ....158..138S|12.38|0.09|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|9.621|0.024|TIC|2019AJ....158..138S|9.051|0.03|TIC|2019AJ....158..138S|8.796|0.019|TIC|2019AJ....158..138S|10.929|0.007|11.966261863708496|0.002879438274500856|gaia_dr3|2023A&A...674A...1G|13.010435104370115|0.0032083727467334647|10.93360996246338|0.003858532871738398|26.286529076622344|0.0420637838542461|GaiaDR3|2023A&A...674A...1G|38.01919174194336|0.05227851867675781|bj2021|2021AJ....161..147B|0|null|null|1|3708.0|null|TIC|2019AJ....158..138S|4.770798412400794|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.3600000143051147|0.12000000476837161|gspspec [M/H]|2023A&A...674A...1G|-1.4412882539727|0.0998501858493356|update_TIC|Calculated Value|0.46102987296065584|null|calc_from_L_and_Teff|Calculated Value|0.45728706709468925|0.010252803403400677|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|1|1|A|18.4|0.27999999999999936|3981077926228533760|18.4209|0.263|0|null
TIC 159505342|167.96951883388|18.99584172036|167.96872710245583|18.995313002658925|159505342|3984142853546037504|3984142853546037504|54697|2MASS J11115268+1859451|1433-01224-1|null|BD+19  2427|tic_near|-168.48718236952436|0.0186333060264587|-118.99207732794498|0.0136631950736045|GaiaDR3|2023A&A...674A...1G|null|null|null|null|11.737|0.03|TIC apassdr9|2019AJ....158..138S|10.6|0.03|TIC hipvmag|2019AJ....158..138S|10.141|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.202|0.026|TIC|2019AJ....158..138S|7.594|0.024|TIC|2019AJ....158..138S|7.456|0.02|TIC|2019AJ....158..138S|9.256|0.006|10.009765625|0.002784326877072836|gaia_dr3|2023A&A...674A...1G|10.726923942565918|0.002972275681408335|9.194291114807127|0.003813273653505249|27.473977394762777|0.0166689679026603|GaiaDR3|2023A&A...674A...1G|36.35751724243164|0.023988723754886365|bj2021|2021AJ....161..147B|0|K4V|1986AJ.....92..139S|1|4277.7552416347535|70.0|update_TIC|Calculated Value|4.602317339383174|0.07188820532906984|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.0700000002980232|0.0150000024586916|gspspec [M/H]|2023A&A...674A...1G|-0.8586164705945774|0.04087525194677964|update_TIC_gaia2|Calculated Value|0.6775050634152276|0.03883510937315929|calc_from_L_and_Teff|Calculated Value|0.67|0.08|TIC|2019AJ....158..138S|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 386956003|168.07473324955|19.74604844406|168.07433258716247|19.74597045628142|386956003|3984251533398449792|3984251533398449792|null|2MASS J11121793+1944457|1439-02422-1|null|HD  97323|tic_near|-84.85523834694641|0.0198045335710048|-17.497763328029293|0.0186540037393569|GaiaDR3|2023A&A...674A...1G|null|null|null|null|10.77|0.05|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|9.8|0.03|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|8.099|0.019|TIC|2019AJ....158..138S|7.642|0.044|TIC|2019AJ....158..138S|7.545|0.02|TIC|2019AJ....158..138S|8.964|0.006|9.567357063293455|0.00278421057380451|gaia_dr3|2023A&A...674A...1G|10.067464828491213|0.003129041677141333|8.90954303741455|0.003920580586950201|21.3981075510362|0.0170338153839111|GaiaDR3|2023A&A...674A...1G|46.66594696044922|0.04265785217285156|bj2021|2021AJ....161..147B|0|K|1993yCat.3135....0C|1|4889.620169549324|70.0|update_TIC|Calculated Value|4.610372261223415|0.06616124108666456|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.1400000005960464|0.010000005364418002|gspspec [M/H]|2023A&A...674A...1G|-0.5628823362511903|0.03544268598653144|update_TIC_gaia2|Calculated Value|0.7288887189560219|0.036333738665672397|calc_from_L_and_Teff|Calculated Value|0.79|0.091|TIC|2019AJ....158..138S|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 97471250|164.7035596333|18.56652743627|164.70260172417272|18.56649479929344|97471250|3984575477012289280|3984575477012289280|null|2MASS J10584888+1833595|1432-01182-1|null|HD  95074|tic_near|-204.05945002640055|0.0592731535434722|-6.909359314758216|0.0486396923661232|GaiaDR3|2023A&A...674A...1G|null|null|null|null|10.419|0.045|TIC tycho2b3|2019AJ....158..138S|9.365|0.004|TIC tycho2v3|2019AJ....158..138S|8.7|null|Simbad 2003AJ....125..984M|2003AJ....125..984M|null|null|null|null|7.558|0.032|TIC|2019AJ....158..138S|7.079|0.021|TIC|2019AJ....158..138S|6.956|0.02|TIC|2019AJ....158..138S|8.489|0.006|9.118242263793944|0.0028736403777917404|gaia_dr3|2023A&A...674A...1G|9.617961883544922|0.0028933476597120754|8.423257827758789|0.00379947768481291|26.356996116465325|0.0563203729689121|GaiaDR3|2023A&A...674A...1G|37.88109588623047|0.07372093200683594|bj2021|2021AJ....161..147B|0|K|1993yCat.3135....0C|1|4832.7|119.1|TIC|2019AJ....158..138S|4.568248564285387|0.05045764203440619|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.153|0.028|TIC|2019AJ....158..138S|-0.5500520518243395|0.014463956343641105|update_TIC|Calculated Value|0.7572633641170379|0.039397525878199356|calc_from_L_and_Teff|Calculated Value|0.7738821506500244|0.04000002145767212|gaia_dr3_flame|2023A&A...674A...1G|0|9.731914520263672|2.157623052597046|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 95836951|161.83003024204|21.49751133056|161.82820909459832|21.49728035427781|95836951|3989171263817702656|3989171263817702656|52765|2MASS J10471926+2129513|1434-00991-1|null|BD+22  2271|tic_near|-381.2033598981001|0.0189325790852308|-51.92830259072703|0.0180114693939685|GaiaDR3|2023A&A...674A...1G|null|null|null|null|11.37|null|Simbad||10.12|0.03|TIC hipvmag|2019AJ....158..138S|9.737|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|7.876|0.02|TIC|2019AJ....158..138S|7.283|0.016|TIC|2019AJ....158..138S|7.162|0.016|TIC|2019AJ....158..138S|8.928|0.006|9.659223556518556|0.002770274475296665|gaia_dr3|2023A&A...674A...1G|10.338181495666504|0.003009566718163011|8.868450164794922|0.0038746064429307195|29.77422141688016|0.0174748487770557|GaiaDR3|2023A&A...674A...1G|33.54488754272461|0.022153854370117188|bj2021|2021AJ....161..147B|0|K5V|1986AJ.....92..139S|1|4371.298484098029|70.0|update_TIC|Calculated Value|4.596913699877732|0.054850708699089604|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.2599999904632568|0.16000000666826963|gspspec [M/H]|2023A&A...674A...1G|-0.8080505748467286|0.0398179778931219|update_TIC_gaia2|Calculated Value|0.6877117313163349|0.03845801102913535|calc_from_L_and_Teff|Calculated Value|0.6818030476570129|0.040002405643463135|gaia_dr3_flame|2023A&A...674A...1G|0|null|null|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 97526849|167.46839968946|21.62551141021|167.46865031938|21.625414612497323|97526849|3991430932011200256|3991430932011200256|54559|2MASS J11095240+2137318|1436-01054-1|null|MCC 280|tic_near|52.53651824765619|0.0180098507553339|-21.61399246628909|0.0180101487785577|GaiaDR3|2023A&A...674A...1G|null|null|null|null|12.26|null|Simbad||11.045|0.04|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.765|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.625|0.023|TIC|2019AJ....158..138S|7.993|0.016|TIC|2019AJ....158..138S|7.827|0.024|TIC|2019AJ....158..138S|9.72|0.006|10.508374214172363|0.002789598166221166|gaia_dr3|2023A&A...674A...1G|11.286870002746582|0.0029471504904625217|9.652466773986816|0.0039278633308915244|24.659875694064127|0.0150864981114864|GaiaDR3|2023A&A...674A...1G|40.48285675048828|0.022693634033203125|bj2021|2021AJ....161..147B|0|K5V|1986AJ.....92..139S|1|4330.7|97.3|TIC|2019AJ....158..138S|4.7254543837737435|0.0543538938447031|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.1069|0.0128|TIC|2019AJ....158..138S|-0.976951318213753|0.02656017619075006|update_TIC|Calculated Value|0.576847195910297|0.03135312196601367|calc_from_L_and_Teff|Calculated Value|0.6449236869812012|0.04000002145767212|gaia_dr3_flame|2023A&A...674A...1G|0|13.462607383728027|1.8826923370361328|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 405494705|173.15427755427|24.32313013334|173.15427291170167|24.32287531433796|405494705|3993125004551614336|3993125004551614336|null|2MASS J11323702+2419231|1982-02577-1|WDS J11326+2419A|HD 100302|tic_near|2.399809900194937|0.4730453789234161|-50.27858519082196|0.4145699441432953|GaiaDR3|2023A&A...674A...1G|null|null|null|null|10.28|0.04|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|9.39|0.03|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|7.76|0.026|TIC|2019AJ....158..138S|7.328|0.031|TIC|2019AJ....158..138S|7.211|0.024|TIC|2019AJ....158..138S|8.61|0.006|9.182682037353516|0.002761627283013268|gaia_dr3|2023A&A...674A...1G|9.64035987854004|0.0028444536610989996|8.548452377319336|0.0038061117351620355|21.31742810685757|0.4824272990226745|GaiaDR3|2023A&A...674A...1G|46.88801193237305|1.0989875793457031|bj2021|2021AJ....161..147B|0|K0|1993yCat.3135....0C|0|5036.492222138273|70.0|update_TIC|Calculated Value|4.468455378275194|0.06566665100431449|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.16|null|Simbad 2018AJ....155..149B|2018AJ....155..149B|-0.4193702712166535|0.058170127964708676|calc_from_gaia|Calculated Value|0.8104219104293088|0.05876409912719418|calc_from_L_and_Teff|Calculated Value|0.704385|0.030143|Kordopatis2023|2023A&A...669A.104K|0|13.475399|0.092307|Kordopatis2023|2023A&A...669A.104K|null|null|null|null|null|null|null|1|1|A|12.8|1.67|null|null|null|0|null
TIC 446161812|173.95570728764|24.61181890092|173.95582655021138|24.612054794671725|446161812|3993200561616132224|3993200561616132224|56570|2MASS J11354937+2436425|1982-00925-1|null|BD+25  2393|tic_near|24.60720384659732|0.0297060422599315|52.96593163022209|0.0243963338434696|GaiaDR3|2023A&A...674A...1G|null|null|null|null|10.33|null|Simbad||9.33|null|Simbad||null|null|null|null|null|null|null|null|7.477|0.023|TIC|2019AJ....158..138S|6.933|0.023|TIC|2019AJ....158..138S|6.869|0.02|TIC|2019AJ....158..138S|8.407|0.006|9.046762466430664|0.0027805480381759397|gaia_dr3|2023A&A...674A...1G|9.547266960144045|0.0028458123936172396|8.341353416442871|0.003792603507840307|28.15885683810656|0.0312075000256299|GaiaDR3|2023A&A...674A...1G|35.466793060302734|0.03761100769042969|bj2021|2021AJ....161..147B|0|K0||1|4790.432187889345|70.0|update_TIC|Calculated Value|4.582280820589275|0.06815365961025696|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.3400000035762787|0.015000000596046448|gspspec [M/H]|2023A&A...674A...1G|-0.5815289706562008|0.036166382709450794|update_TIC_gaia2|Calculated Value|0.7432565855956946|0.03780996918513967|calc_from_L_and_Teff|Calculated Value|0.77|0.092|TIC|2019AJ....158..138S|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 82308853|168.62036837846|24.70225216063|168.6204987522604|24.702050930747912|82308853|3995447791584993024|3995447791584993024|null|2MASS J11142888+2442081|1981-00849-1|null|StKM 1-931|tic_near|26.645036541990965|0.0216018036007881|-45.21938108543879|0.0242464579641819|GaiaDR3|2023A&A...674A...1G|null|null|null|null|13.02|0.36|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|11.614|0.06|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|11.088|0.04|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.948|0.018|TIC|2019AJ....158..138S|8.296|0.017|TIC|2019AJ....158..138S|8.143|0.018|TIC|2019AJ....158..138S|10.137|0.006|10.967183113098145|0.0027959743175399736|gaia_dr3|2023A&A...674A...1G|11.811053276062012|0.0034297013471485628|10.06407070159912|0.004047561942152133|21.662319287916276|0.0183681398630142|GaiaDR3|2023A&A...674A...1G|46.08504867553711|0.04164314270019531|bj2021|2021AJ....161..147B|0|K7.5V|2013AJ....145..102L|1|4011.5457775707164|70.0|update_TIC|Calculated Value|4.575651177423114|0.06088556674933318|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.01|null|Simbad 2014MNRAS.443.2561G|2014MNRAS.443.2561G|-0.9679074013184569|0.04482431664990973|update_TIC_gaia2|Calculated Value|0.6793216240318197|0.04232085284243736|calc_from_L_and_Teff|Calculated Value|0.6334822177886963|0.04071030020713806|gaia_dr3_flame|2023A&A...674A...1G|0|11.37590503692627|4.3596413135528564|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 1125365|169.13723667387|26.46150029293|169.13639077414442|26.461540843868423|1125365|3997405845699695488|3997405849995528064|55077|2MASS J11163293+2627415|1983-00472-1|null|MCC 606|tic_near|-170.43844476835707|0.0606126263737678|9.44889104696265|0.0672484338283538|GaiaDR3|2023A&A...674A...1G|null|null|null|null|11.838|0.039|TIC apassdr9|2019AJ....158..138S|10.52|0.03|TIC hipvmag|2019AJ....158..138S|10.113|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.105|0.018|TIC|2019AJ....158..138S|7.52|0.016|TIC|2019AJ....158..138S|7.378|0.02|TIC|2019AJ....158..138S|9.258|0.006|10.038806915283203|0.0029343289308997322|gaia_dr3|2023A&A...674A...1G|10.774611473083496|0.0030513532855057537|9.193658828735352|0.003831185495329556|28.210524185010367|0.0502684749662876|GaiaDR3|2023A&A...674A...1G|35.41118240356445|0.053020477294921875|bj2021|2021AJ....161..147B|0|K5V|1986AJ.....92..139S|1|4141.1|null|TIC|2019AJ....158..138S|4.6554169441835604|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.407|0.106|TIC|2019AJ....158..138S|-1.0626029691900316|0.23424006667996716|update_TIC|Calculated Value|0.5716362007910428|null|calc_from_L_and_Teff|Calculated Value|0.539|0.049|TIC|2019AJ....158..138S|0|null|null|null|null|null|7.760221|21.49106|3997405849995029376|7.760221|21.49106|3997405849995029376|0|0|null|null|null|null|null|null|0|null
