star_name|ra|dec|ra_J2016|dec_J2016|tic_id|gaia_dr2_id|gaia_dr3_id|hip_name|tm_name|tyc_name|wds_designation|simbad_name|source_list_fl|sy_pmra|sy_pmraerr|sy_pmdec|sy_pmdecerr|sy_pmsrc|sy_pm_reflink|sy_ujmag|sy_ujmagerr|sy_ujmagsrc|sy_ujmag_reflink|sy_bmag|sy_bmagerr|sy_bmagsrc|sy_bmag_reflink|sy_vmag|sy_vmagerr|sy_vmagsrc|sy_vmag_reflink|sy_rcmag|sy_rcmagerr|sy_rcmagsrc|sy_rcmag_reflink|sy_icmag|sy_icmagerr|sy_icmagsrc|sy_icmag_reflink|sy_jmag|sy_jmagerr|sy_jmagsrc|sy_jmag_reflink|sy_hmag|sy_hmagerr|sy_hmagsrc|sy_hmag_reflink|sy_kmag|sy_kmagmerr|sy_kmagsrc|sy_kmag_reflink|sy_tmag|sy_tmagerr|sy_gaiamag|sy_gaiamagerr|sy_gaiamagsrc|sy_gaiamag_reflink|sy_bpmag|sy_bpmagerr|sy_rpmag|sy_rpmagerr|sy_plx|sy_plxerr|sy_plxsrc|sy_plx_reflink|sy_dist|sy_disterr|sy_distsrc|sy_dist_reflink|ambiguous_dist_fl|st_spectype|st_spectype_reflink|dwarf_fl|st_teff|st_tefferr|st_teffsrc|st_teff_reflink|st_logg|st_loggerr|st_loggsrc|st_logg_reflink|st_loggspec|st_loggspecerr|st_loggspecsrc|st_loggspec_reflink|st_met|st_meterr|st_metsrc|st_met_reflink|st_lum|st_lumerr|st_lumsrc|st_lum_reflink|st_rad|st_raderr|st_radsrc|st_rad_reflink|st_mass|st_masserr|st_masssrc|st_mass_reflink|uncertain_M_flag|st_age|st_ageerr|st_agesrc|st_age_reflink|contaminant_fl|brightest_sep|brightest_Gmag|brightest_id|nearest_sep|nearest_Gmag|nearest_id|known_binary_fl|gaia_binary_fl|wds_comp|wds_sep|wds_deltamag|GCNS_companion|GCNS_sep|GCNS_mag_diff|sy_planets_flag|hostname
TIC 331754686|321.98546828976|-72.28825050768|321.98723385002035|-72.28794764107055|331754686|6371660537113102976|6371660537113102976|null|2MASS J21275652-7217177|null|null|UPM J2127-7217|tic_near|120.82277539985682|0.0155752208083868|68.08320731444726|0.0192821938544511|GaiaDR3|2023A&A...674A...1G|null|null|null|null|14.61|0.0|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.04|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|12.73|0.05|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.48|0.03|Simbad 2005yCat.2263....0D|2005yCat.2263....0D|9.238|0.025|TIC|2019AJ....158..138S|8.585|0.024|TIC|2019AJ....158..138S|8.386|0.025|TIC|2019AJ....158..138S|10.708|0.007|11.901329040527344|0.002792197197770857|gaia_dr3|2023A&A...674A...1G|13.281291007995604|0.0032378776272584567|10.745521545410156|0.003846030099948498|54.48846215385945|0.017070610076189|GaiaDR3|2023A&A...674A...1G|18.351808547973633|0.005450248718261719|bj2021|2021AJ....161..147B|0|null|null|1|3410.0|null|TIC|2019AJ....158..138S|4.922784720709727|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.6100000143051147|0.08000001311302185|gspspec [M/H]|2023A&A...674A...1G|-1.9518525015743449|0.10701826594638982|update_TIC|Calculated Value|0.3028430671958047|null|calc_from_L_and_Teff|Calculated Value|0.27999634715135524|0.006188367813444353|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 410056343|320.66751624195|-71.38075271086|320.6679980597967|-71.38146971432042|410056343|6372322000733208448|6372322000733208448|null|2MASS J21224022-7122507|null|null|LEHPM 4085|tic_near|34.567566648429725|0.0132903764024376|-161.4783196403041|0.0159111116081476|GaiaDR3|2023A&A...674A...1G|null|null|null|null|14.337|0.018|TIC apassdr9|2019AJ....158..138S|12.934|0.08|TIC ucac4|2019AJ....158..138S|null|null|null|null|null|null|null|null|9.433|0.026|TIC|2019AJ....158..138S|8.742|0.065|TIC|2019AJ....158..138S|8.53|0.023|TIC|2019AJ....158..138S|10.779|0.007|11.890032768249512|0.0027707015495116493|gaia_dr3|2023A&A...674A...1G|13.089588165283203|0.0031643415932274942|10.799161911010742|0.003831425712945884|27.527835858744595|0.0138894720003008|GaiaDR3|2023A&A...674A...1G|36.32126998901367|0.016450881958011365|bj2021|2021AJ....161..147B|0|null|null|1|3553.0|null|TIC|2019AJ....158..138S|4.749513491539349|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.3899999856948852|0.04500000178813934|gspspec [M/H]|2023A&A...674A...1G|-1.4692817828549203|0.1032750196473959|update_TIC|Calculated Value|0.4862071469692927|null|calc_from_L_and_Teff|Calculated Value|0.48427108753286774|0.010863361488672696|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 410034613|320.01617480611|-70.94429141411|320.0162095112575|-70.94434078004828|410034613|6372393572068411648|6372393572068411648|null|2MASS J21200393-7056391|9326-00585-1|null|TYC 9326-585-1|tic_near|1.279055469198612|0.063847579061985|-9.225517472644023|0.0847106799483299|GaiaDR3|2023A&A...674A...1G|null|null|null|null|12.47|0.18|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|11.25|0.07|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|8.6|0.023|TIC|2019AJ....158..138S|7.972|0.029|TIC|2019AJ....158..138S|7.782|0.024|TIC|2019AJ....158..138S|9.967|0.006|10.821069717407228|0.0027696271452286223|gaia_dr3|2023A&A...674A...1G|11.6612548828125|0.0037254619480468908|9.85964584350586|0.00567154953179808|21.357337632964494|0.0739534944295883|GaiaDR3|2023A&A...674A...1G|46.75873565673828|0.16856384277343395|bj2021|2021AJ....161..147B|1|null|null|0|3981.7738903449404|70.0|update_TIC|Calculated Value|4.474438685246829|0.07744741957613044|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.002|null|Simbad 2020AJ....160...83S|2020AJ....160...83S|-0.8881297732696672|0.04720988439378618|calc_from_gaia|Calculated Value|0.7558481757866372|0.048928676403576|calc_from_L_and_Teff|Calculated Value|0.6212125149737799|0.07618314976769529|TIC_teff_mass_relation|Calculated Value|1|null|null|null|null|null|1.64357|13.47394|6372393572066854912|1.64357|13.47394|6372393572066854912|0|0|null|null|null|null|null|null|0|null
TIC 404222417|307.27876183177|-74.35337366984|307.2806463102088|-74.35413252030953|404222417|6372661474948673024|6372661474948673024|null|2MASS J20290691-7421121|null|null|LEHPM 3959|tic_near|114.2764508608752|0.0130487624555826|-170.8636842133714|0.017626516520977|GaiaDR3|2023A&A...674A...1G|null|null|null|null|13.909|0.027|TIC apassdr9|2019AJ....158..138S|12.5|0.035|TIC ucac4|2019AJ....158..138S|null|null|null|null|null|null|null|null|9.401|0.024|TIC|2019AJ....158..138S|8.688|0.034|TIC|2019AJ....158..138S|8.44|0.033|TIC|2019AJ....158..138S|10.628|0.007|11.650373458862305|0.0027733561873981615|gaia_dr3|2023A&A...674A...1G|12.70089340209961|0.002926625105375321|10.63344383239746|0.0038073243449669525|22.341365036598063|0.0141918985173106|GaiaDR3|2023A&A...674A...1G|44.742671966552734|0.02669525146484375|bj2021|2021AJ....161..147B|0|null|null|1|3709.0|null|TIC|2019AJ....158..138S|4.669837042656139|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.050000000745058|0.1099999994039535|gspspec [M/H]|2023A&A...674A...1G|-1.2446046621346416|0.10065765345604738|update_TIC|Calculated Value|0.5778786467674136|null|calc_from_L_and_Teff|Calculated Value|0.5694331018106583|0.01413072298154647|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 371950958|308.05762640424|-71.6042885295|308.0596560829611|-71.60469350998312|371950958|6374341356917435776|6374341356917435776|null|2MASS J20321385-7136155|9316-00904-1|null|CD-72  1613|tic_near|144.26145262141216|0.0112142506986856|-91.34996534864004|0.0143591025844216|GaiaDR3|2023A&A...674A...1G|null|null|null|null|10.51|0.03|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|9.61|0.02|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|7.982|0.02|TIC|2019AJ....158..138S|7.554|0.033|TIC|2019AJ....158..138S|7.434|0.026|TIC|2019AJ....158..138S|8.921|0.6|9.361467361450195|0.0027737685858298887|gaia_dr3|2023A&A...674A...1G|9.83747386932373|0.003212157230389157|8.725468635559082|0.0038634310493656696|21.016745608197976|0.0140626840293407|GaiaDR3|2023A&A...674A...1G|47.542015075683594|0.025959014892578125|bj2021|2021AJ....161..147B|0|null|null|0|5116.0|66.5|gspspec|2023A&A...674A...1G|4.613682474727672|0.032826082744902105|calculated_from_M_and_R|Calculated Value|5.010000228881836|0.015000104904174805|gspspec|2023A&A...674A...1G|0.1299999952316284|0.08000000286847345|gspspec [M/H]|2023A&A...674A...1G|-0.4763241552317234|0.006531204373497359|gaia_dr3_flame|2023A&A...674A...1G|0.7355792938923651|0.019906597703686163|calc_from_L_and_Teff|Calculated Value|0.8107255101203918|0.042773425579071045|gaia_dr3_flame|2023A&A...674A...1G|0|6.827269077301025|3.2280139923095703|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 372066832|310.25732447382|-71.12725306947|310.2589244662347|-71.12696952360875|372066832|6374440347323574144|6374440347323574144|null|2MASS J20410180-7107382|9312-01436-1|null|CD-71  1635|tic_near|116.41217377333643|0.0102839702740311|63.70529093088291|0.011857041157782|GaiaDR3|2023A&A...674A...1G|null|null|null|null|10.79|0.04|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|9.79|0.03|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|8.106|0.024|TIC|2019AJ....158..138S|7.598|0.02|TIC|2019AJ....158..138S|7.457|0.02|TIC|2019AJ....158..138S|8.934|0.006|9.537981986999512|0.002758276451043423|gaia_dr3|2023A&A...674A...1G|10.04029655456543|0.002814868283967671|8.875125885009766|0.003788738661359547|22.83588571316111|0.0127655537799|GaiaDR3|2023A&A...674A...1G|43.75571060180664|0.02796173095703125|bj2021|2021AJ....161..147B|0|null|null|1|4874.196793208358|70.0|update_TIC|Calculated Value|4.62965597693871|0.049088043699465844|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.221|null|Simbad 2020AJ....160...83S|2020AJ....160...83S|-0.6053732333438169|0.035524927908743835|update_TIC_gaia2|Calculated Value|0.698489543320369|0.034908886460479564|calc_from_L_and_Teff|Calculated Value|0.7584171891212463|0.04002094268798828|gaia_dr3_flame|2023A&A...674A...1G|0|9.329331398010254|2.314995050430298|gaia_dr3_flame|2023A&A...674A...1G|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 273606874|358.11272468742|-75.39224640098|358.1126743198596|-75.39211841548848|273606874|6377858213577369088|6377858213577369088|null|2MASS J23522706-7523320|null|null|UCAC2    790563|tic_near|-2.805960344766566|0.0158813893795013|28.676965004527947|0.0182034466415643|GaiaDR3|2023A&A...674A...1G|null|null|null|null|13.48|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|12.1|0.0|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|11.72|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.5|0.02|Simbad 2005yCat.2263....0D|2005yCat.2263....0D|9.377|0.026|TIC|2019AJ....158..138S|8.744|0.075|TIC|2019AJ....158..138S|8.503|0.023|TIC|2019AJ....158..138S|10.516|0.007|11.438694953918455|0.0027906718368173157|gaia_dr3|2023A&A...674A...1G|12.3439302444458|0.0029573643435012154|10.503896713256836|0.0038194720225148584|21.070057017928452|0.0148820979520678|GaiaDR3|2023A&A...674A...1G|47.434349060058594|0.031528472900390625|bj2021|2021AJ....161..147B|0|null|null|1|3920.0|null|TIC|2019AJ....158..138S|4.660141317556757|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.206|null|Simbad 2021MNRAS.506..150B|2021MNRAS.506..150B|-1.1315301970207925|0.09584360539399495|update_TIC|Calculated Value|0.5892714664255925|null|calc_from_L_and_Teff|Calculated Value|0.5790345989689053|0.014499619711724686|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 273551241|352.44609432345|-74.66116774321|352.44850112968277|-74.66147393260474|273551241|6378172536463962240|6378172536463962240|null|2MASS J23294704-7439402|9345-00335-1|null|PM J23297-7439|tic_near|143.2659374174782|0.0132293039932847|-69.0990563684971|0.0156699828803539|GaiaDR3|2023A&A...674A...1G|null|null|null|null|12.57|0.25|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|11.542|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|11.153|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.673|0.029|TIC|2019AJ....158..138S|8.025|0.038|TIC|2019AJ....158..138S|7.816|0.02|TIC|2019AJ....158..138S|9.89|0.007|10.849312782287598|0.0027646323093585656|gaia_dr3|2023A&A...674A...1G|11.793965339660645|0.0028847336446314836|9.8875093460083|0.0037925146029579317|25.846223069667932|0.0131570985540747|GaiaDR3|2023A&A...674A...1G|38.66008377075195|0.01840972900390625|bj2021|2021AJ....161..147B|0|M1|2014MNRAS.443.2561G|1|3849.0|null|TIC|2019AJ....158..138S|4.622485738155114|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.238|null|Simbad 2020AJ....160...83S|2020AJ....160...83S|-1.0996794424465361|0.09693941760164393|update_TIC|Calculated Value|0.634040648399928|null|calc_from_L_and_Teff|Calculated Value|0.6146845731818519|0.015174226126422307|Mann2019|Calculated Value|0|null|null|null|null|null|8.233156|13.520431|6378172536463961856|8.233156|13.520431|6378172536463961856|1|0|null|null|null|6378172536463962112|8.2332|2.6711|0|null
TIC 273418879|343.93963874744|-75.4586680525|343.92147125181526|-75.4633768500233|273418879|6378584028690858496|6378584028690858496|113229|2MASS J22554532-7527320|null|null|L   49-19|tic_near|-1026.2025065733503|0.018067643046379|-1059.4066708560106|0.0185543168336153|GaiaDR3|2023A&A...674A...1G|13.004|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|11.873|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|10.377|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|9.312|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|7.958|null|Simbad 2010MNRAS.403.1949K|2010MNRAS.403.1949K|6.616|0.018|TIC|2019AJ....158..138S|6.084|0.027|TIC|2019AJ....158..138S|5.811|0.021|TIC|2019AJ....158..138S|8.105|0.007|9.29277801513672|0.0027899278190448027|gaia_dr3|2023A&A...674A...1G|10.615032196044922|0.0031484368103733298|8.147193908691406|0.0038241972395081283|116.31336925688149|0.016823511570692|GaiaDR3|2023A&A...674A...1G|8.595464706420898|0.0013246536254882812|bj2021|2021AJ....161..147B|0|M3V|2010MNRAS.403.1949K|1|3447.0|null|TIC|2019AJ....158..138S|4.804896859260977|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.05|null|Simbad 2020A&A...644A..68M|2020A&A...644A..68M|-1.6413105016956464|0.10552625938534652|update_TIC|Calculated Value|0.42375499178396925|null|calc_from_L_and_Teff|Calculated Value|0.4178870244221026|0.009410599058772512|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 261543013|348.61824584926|-74.72003325231|348.6290839332791|-74.72016340658936|261543013|6378863476442856704|6378863476442856704|null|2MASS J23142835-7443121|null|null|L   26-104|tic_near|642.7031133509323|0.0187600404024124|-29.309379143638616|0.0181331746280193|GaiaDR3|2023A&A...674A...1G|null|null|null|null|13.501|0.016|TIC apassdr9|2019AJ....158..138S|12.122|0.011|TIC cdwrf|2019AJ....158..138S|11.789|0.04|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|9.282|0.022|TIC|2019AJ....158..138S|8.69|0.026|TIC|2019AJ....158..138S|8.465|0.031|TIC|2019AJ....158..138S|10.467|0.007|11.42215633392334|0.002779067988849932|gaia_dr3|2023A&A...674A...1G|12.35735034942627|0.0029242868994425603|10.462518692016602|0.0038019258649029932|25.4099091919231|0.0159869883209466|GaiaDR3|2023A&A...674A...1G|39.34002685546875|0.025045394897460938|bj2021|2021AJ....161..147B|0|null|null|1|3860.0|null|TIC|2019AJ....158..138S|4.714784004136154|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.9900000095367432|0.019999980926513616|gspspec [M/H]|2023A&A...674A...1G|-1.2577099913508871|0.0976650077549726|update_TIC|Calculated Value|0.5255608904997243|null|calc_from_L_and_Teff|Calculated Value|0.5223510312907126|0.012056702689101988|Mann2019|Calculated Value|0|null|null|null|null|null|9.046516|19.427204|6378863476442027648|4.152401|20.861673|6378863476441876992|0|0|null|null|null|null|null|null|0|null
TIC 293618282|359.91151428052|-73.15523930233|359.9163182499728|-73.15451878646076|293618282|6379958624382356608|6379958624382356608|null|2MASS J23593875-7309187|null|null|PM J23596-7309|tic_near|313.25742197901883|0.0198527984321117|162.01332092091008|0.0215965490788221|GaiaDR3|2023A&A...674A...1G|null|null|null|null|13.69|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|12.18|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|11.85|0.04|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|9.91|0.02|Simbad 2005yCat.2263....0D|2005yCat.2263....0D|8.663|0.026|TIC|2019AJ....158..138S|8.029|0.047|TIC|2019AJ....158..138S|7.833|0.044|TIC|2019AJ....158..138S|10.074|0.007|11.205609321594238|0.0027865925623688417|gaia_dr3|2023A&A...674A...1G|12.449542999267578|0.003022953360897058|10.09901523590088|0.0038560281454710662|42.1978171930086|0.0167633611708879|GaiaDR3|2023A&A...674A...1G|23.689037322998047|0.009337425231933594|bj2021|2021AJ....161..147B|0|M3|2014MNRAS.443.2561G|1|3517.0|null|TIC|2019AJ....158..138S|4.7811813978038575|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.3600000143051147|0.024999991059303256|gspspec [M/H]|2023A&A...674A...1G|-1.553549950356831|0.10636088837423532|update_TIC|Calculated Value|0.45033212917646925|null|calc_from_L_and_Teff|Calculated Value|0.4468683914181093|0.01003494779742451|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 293507177|351.54457166435|-73.39718244811|351.5456926759099|-73.39747639853493|293507177|6380514358792367232|6380514358792367232|null|2MASS J23261069-7323498|9344-00293-1|null|PM J23261-7323|tic_near|72.13422294504636|0.0149926431477069|-66.32916363105217|0.0175449233502149|GaiaDR3|2023A&A...674A...1G|null|null|null|null|14.08|0.58|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|11.877|0.061|Simbad 2012AcA....62...67K|2012AcA....62...67K|11.492|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|9.951|0.051|Simbad 2012AcA....62...67K|2012AcA....62...67K|8.84|0.029|TIC|2019AJ....158..138S|8.203|0.047|TIC|2019AJ....158..138S|7.942|0.027|TIC|2019AJ....158..138S|10.115|0.007|11.10211944580078|0.002861878443456626|gaia_dr3|2023A&A...674A...1G|12.088797569274902|0.004082343956233318|10.112992286682127|0.004164425884629696|21.6112257743134|0.0139381596818566|GaiaDR3|2023A&A...674A...1G|46.24336242675781|0.024662017822265625|bj2021|2021AJ....161..147B|0|M0Ve|2006A&A...460..695T|1|3788.0|null|TIC|2019AJ....158..138S|4.581589367935638|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-1.0608592260190697|0.09848342290914067|update_TIC|Calculated Value|0.68454671572838|null|calc_from_L_and_Teff|Calculated Value|0.6521206052759614|0.015426663577294754|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 421940066|343.51665135289|-72.8954794306|343.510725651806|-72.89638523397065|421940066|6382322162066655104|6382322162066655104|null|2MASS J22540396-7253438|null|null|LEHPM 5266|tic_near|-392.167666185009|0.0140879517421126|-203.917350328276|0.0151474447920918|GaiaDR3|2023A&A...674A...1G|null|null|null|null|null|null|null|null|11.995|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|11.594|0.04|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|9.376|0.024|TIC|2019AJ....158..138S|8.788|0.04|TIC|2019AJ....158..138S|8.518|0.024|TIC|2019AJ....158..138S|10.554|0.006|11.379863739013672|0.0027757691031650477|gaia_dr3|2023A&A...674A...1G|12.222980499267578|0.002884487736168186|10.478089332580566|0.0037987449849716435|20.33722779731218|0.013518669642508|GaiaDR3|2023A&A...674A...1G|49.140350341796875|0.029695510864257812|bj2021|2021AJ....161..147B|0|null|null|1|4012.9229397842587|70.0|update_TIC|Calculated Value|4.683568109841684|0.07723183125425133|calculated_from_M_and_R|Calculated Value|null|null|null|null|-1.059999942779541|0.6899999380111694|gspspec [M/H]|2023A&A...674A...1G|-1.0776219425673625|0.044778830124452954|update_TIC_gaia2|Calculated Value|0.5983014198153381|0.03724343293857658|calc_from_L_and_Teff|Calculated Value|0.63|0.08|TIC|2019AJ....158..138S|0|null|null|null|null|null|5.608596|19.544643|6382322157771587840|5.608596|19.544643|6382322157771587840|0|0|null|null|null|null|null|null|0|null
TIC 325178532|340.70389248477|-71.70588844034|340.70523481724115|-71.70612167520389|325178532|6382640367603744128|6382640367603744128|null|2MASS J22424896-7142211|9340-00437-1|null|CPD-72  2713|tic_near|94.85392450898829|0.0098516354337334|-52.38401799984418|0.0128683755174279|GaiaDR3|2023A&A...674A...1G|null|null|null|null|11.718|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.565|0.079|Simbad 2012AcA....62...67K|2012AcA....62...67K|10.401|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|8.862|0.03|Simbad 2012AcA....62...67K|2012AcA....62...67K|7.791|0.021|TIC|2019AJ....158..138S|7.123|0.047|TIC|2019AJ....158..138S|6.894|0.018|TIC|2019AJ....158..138S|8.992|0.006|9.821706771850586|0.003022571122458318|gaia_dr3|2023A&A...674A...1G|10.665428161621094|0.005308781542495101|8.915226936340332|0.0049495670056105235|27.231483378389388|0.0113455150276422|GaiaDR3|2023A&A...674A...1G|36.69896697998047|0.015314102172851562|bj2021|2021AJ....161..147B|0|K7Ve|2006A&A...460..695T|1|4009.469182034414|70.0|update_TIC|Calculated Value|4.304428652800763|0.07791254197097766|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.05|null|Simbad 2022AJ....164..174H|2022AJ....164..174H|-0.7069271068481857|0.0448360335677015|update_TIC_gaia2|Calculated Value|0.9183650171676502|0.05723250647265188|calc_from_L_and_Teff|Calculated Value|0.62|0.08|TIC|2019AJ....158..138S|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 410150471|340.17860207024|-71.51956752546|340.1732041974555|-71.5204508396438|410150471|6382693865716290944|6382693865716893824|null|2MASS J22404282-7131106|null|null|PM J22407-7131|tic_near|-384.91753271905543|0.018271105363965|-198.85221289529835|0.0202783923596143|GaiaDR3|2023A&A...674A...1G|null|null|null|null|12.24|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.92|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.53|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.181|0.021|TIC|2019AJ....158..138S|7.554|0.051|TIC|2019AJ....158..138S|7.358|0.029|TIC|2019AJ....158..138S|9.342|0.007|10.263229370117188|0.0027812184081888315|gaia_dr3|2023A&A...674A...1G|11.15672492980957|0.0028709589052573637|9.33004379272461|0.0037969126692696223|36.74629136615945|0.0185351781547069|GaiaDR3|2023A&A...674A...1G|27.199182510375977|0.01293182373046875|bj2021|2021AJ....161..147B|0|null|null|1|3931.0|null|TIC|2019AJ....158..138S|4.670046650242951|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-1.7999999523162842|0.7799999713897705|gspspec [M/H]|2023A&A...674A...1G|-1.143694633986941|0.09608363613590336|update_TIC|Calculated Value|0.5778288747256465|null|calc_from_L_and_Teff|Calculated Value|0.5696098665399628|0.014137972899438772|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
TIC 410132066|338.65868614095|-67.69411870518|338.6607759287039|-67.6945498854826|410132066|6385971234999394432|6385971234999394432|null|2MASS J22343811-6741388|null|null|UCAC3 45-286488|tic_near|178.4558712029675|0.0116080399602651|-97.09132716226084|0.0160473771393299|GaiaDR3|2023A&A...674A...1G|null|null|null|null|14.13|0.04|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|12.68|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|12.3|0.04|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.67|0.03|Simbad 2005yCat.2263....0D|2005yCat.2263....0D|9.565|0.024|TIC|2019AJ....158..138S|8.892|0.069|TIC|2019AJ....158..138S|8.663|0.019|TIC|2019AJ....158..138S|10.858|0.007|11.881717681884766|0.002767515454120621|gaia_dr3|2023A&A...674A...1G|12.932710647583008|0.002962668998331025|10.86320972442627|0.003808339977748118|20.265657218915106|0.0134723465889692|GaiaDR3|2023A&A...674A...1G|49.34121322631836|0.030353546142578125|bj2021|2021AJ....161..147B|0|null|null|1|3711.0|null|TIC|2019AJ....158..138S|4.672554553335662|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.032|null|Simbad 2020AJ....160...83S|2020AJ....160...83S|-1.2476057226907327|0.09956135549976203|update_TIC|Calculated Value|0.5752648981509426|null|calc_from_L_and_Teff|Calculated Value|0.5678356769366045|0.014064552465627577|Mann2019|Calculated Value|0|null|null|null|null|null|8.378433|21.149778|6385971234999915904|8.378433|21.149778|6385971234999915904|0|0|null|null|null|null|null|null|0|null
