hpic_name,TICID,period_rot(d),period_rot_err(dd),amp_median(%)
TIC 245829484,245829484,11.5387,0.7629,0.1549
TIC 332535206,332535206,20.1708,2.3046,0.133
TIC 373367172,373367172,9.0583,0.4736,0.3133
TIC 247011609,247011609,1.2155,0.0052,1.0174
TIC 285466901,285466901,13.1165,0.9826,1.1791
TIC 434210426,434210426,20.8303,2.4566,0.0907
TIC 427679735,427679735,21.102,2.5206,0.1327
TIC 66320112,66320112,18.836,2.0119,0.1132
TIC 23220549,23220549,5.7688,0.1958,0.4147
TIC 257928607,257928607,8.5229,0.2984,0.4335
TIC 251848612,251848612,19.0127,2.0495,0.164
TIC 127371006,127371006,9.0262,0.2354,0.563
TIC 200203910,200203910,4.1544,0.0733,1.7222
TIC 393080288,393080288,23.2673,3.0602,0.1287
TIC 264101722,264101722,12.0725,0.4882,0.1939
TIC 142206123,142206123,1.5591,0.0163,2.145
TIC 77890492,77890492,21.8273,2.6955,0.1036
TIC 264222219,264222219,19.5957,0.6944,0.1113
TIC 9759680,9759680,21.5715,2.6331,0.1744
TIC 306451533,306451533,6.6929,0.1312,0.392
TIC 212950761,212950761,19.8045,2.2223,0.1171
TIC 118709972,118709972,15.0241,1.2853,0.2179
TIC 150970759,150970759,9.3775,0.507,0.1175
TIC 247405885,247405885,3.3765,0.0695,0.219
TIC 348664634,348664634,11.0554,0.4961,0.2342
TIC 839136,839136,5.3046,0.1663,0.2104
TIC 387609654,387609654,9.8023,0.3913,0.5965
TIC 144539611,144539611,2.1141,0.0244,1.4454
TIC 435308534,435308534,0.476,0.0012,0.2902
TIC 21322936,21322936,12.3988,0.6744,0.1336
TIC 452763353,452763353,4.3779,0.081,1.5734
TIC 17308750,17308750,5.2435,0.0813,0.6816
TIC 15816368,15816368,19.5454,1.5345,0.1743
TIC 2027011077,2027011077,11.3271,0.6351,0.142
TIC 435930763,435930763,9.6803,0.2699,0.3424
TIC 408593981,408593981,9.3282,0.3549,0.626
TIC 61138899,61138899,9.163,0.2444,0.2568
TIC 17198787,17198787,9.2289,0.4913,0.1619
TIC 310791263,310791263,8.0468,0.2192,0.8017
TIC 435930498,435930498,13.9055,0.7805,0.2221
TIC 365330868,365330868,6.4381,0.2425,0.2805
TIC 206605718,206605718,2.3508,0.0202,1.1719
TIC 88598398,88598398,14.6256,0.8702,0.4783
TIC 246904264,246904264,9.9218,0.5665,0.287
TIC 202983506,202983506,17.5313,1.2341,0.1574
TIC 91928222,91928222,8.486,0.4166,0.1916
TIC 91275425,91275425,20.0099,2.2683,0.1216
TIC 34576133,34576133,9.8972,0.3987,0.5466
TIC 435284155,435284155,19.9027,2.2442,0.1561
TIC 284003719,284003719,14.3207,1.169,0.0891
TIC 270407856,270407856,6.3013,0.1041,1.9451
TIC 336980378,336980378,19.7869,2.2184,0.1384
TIC 404631341,404631341,16.0382,1.0437,0.1248
TIC 150061097,150061097,5.5549,0.105,0.661
TIC 34199361,34199361,9.4437,0.514,0.1681
TIC 206660104,206660104,18.7469,1.4308,0.1623
TIC 270355392,270355392,18.7989,2.004,0.1253
TIC 301620650,301620650,16.6351,1.5726,0.4805
TIC 306485177,306485177,10.0453,0.4107,0.2831
TIC 60998050,60998050,12.7833,0.6605,0.2253
TIC 336587521,336587521,10.345,0.3101,0.4559
TIC 247405888,247405888,3.3765,0.0695,0.219
TIC 435928142,435928142,13.4755,0.733,0.203
TIC 398269300,398269300,14.3422,0.5914,0.532
GAIA DR3 1216422870956354304,345335157,9.9023,0.5643,0.2527
TIC 18745943,18745943,1.9768,0.0179,2.5714
TIC 247128235,247128235,21.263,2.5589,0.1305
TIC 301956407,301956407,1.8272,0.0155,0.2445
TIC 160635811,160635811,2.7894,0.0483,0.2008
TIC 115104943,115104943,5.4014,0.1723,1.0686
TIC 130846630,130846630,23.1412,3.0273,0.248
TIC 157414031,157414031,0.2983,0.001,2.4478
TIC 296850692,296850692,17.289,1.2081,0.1707
TIC 10184244,10184244,1.371,0.0075,1.7101
TIC 232977967,232977967,7.2851,0.3089,0.1139
TIC 278036258,278036258,4.2706,0.0631,3.1532
TIC 134977159,134977159,20.0403,1.3181,0.1277
TIC 85993728,85993728,19.259,2.1025,0.1026
TIC 278182907,278182907,21.2083,1.4727,0.1283
TIC 213476914,213476914,2.9225,0.0305,0.324
TIC 160309580,160309580,6.9396,0.1629,0.2188
TIC 257048642,257048642,1.9077,0.0059,1.7278
TIC 14768025,14768025,8.9074,0.2651,0.6107
GAIA DR3 719601571215916544,416841738,2.5081,0.0395,0.0757
TIC 632180059,632180059,0.2382,0.0007,0.0324
TIC 178861553,178861553,10.0559,0.4113,0.1909
TIC 340637365,340637365,6.1047,0.0565,0.5536
TIC 207436278,207436278,1.9867,0.0096,0.4287
TIC 443863982,443863982,20.7431,1.7246,0.1232
TIC 243288142,243288142,15.4533,1.3591,0.2103
TIC 56453481,56453481,18.6904,1.9812,0.0754
TIC 246975019,246975019,10.396,0.6211,0.1058
TIC 355426648,355426648,20.6067,1.3969,0.1186
TIC 279251651,279251651,21.9263,1.9256,0.1198
TIC 77171477,77171477,20.4462,2.3675,0.1891
TIC 355705959,355705959,20.7864,1.7367,0.2042
TIC 55099399,55099399,2.9495,0.0537,0.0929
TIC 181085174,181085174,21.1755,2.538,0.1318
TIC 411248800,411248800,0.6003,0.0018,0.3646
TIC 156199681,156199681,18.2696,0.9991,0.2144
TIC 422407583,422407583,19.9443,2.2535,0.113
TIC 169964121,169964121,15.2768,1.3285,0.0915
TIC 85379511,85379511,11.9526,0.5787,0.4176
TIC 950715112,950715112,4.1555,0.0366,0.3296
TIC 39084991,39084991,17.227,1.6855,0.1608
TIC 264973344,264973344,3.6965,0.0414,1.4505
TIC 95077478,95077478,3.8671,0.0404,0.7787
TIC 176954932,176954932,20.8355,0.8809,0.1295
TIC 165818534,165818534,3.383,0.0312,1.5738
TIC 70871696,70871696,5.187,0.0796,0.5799
TIC 160636601,160636601,2.339,0.0245,0.2327
TIC 87869692,87869692,9.19,0.4872,0.4562
TIC 18016612,18016612,20.0699,2.2818,0.2196
TIC 159820018,159820018,3.3103,0.0387,1.4085
TIC 165764308,165764308,6.3743,0.2379,0.1083
TIC 95431305,95431305,2.2219,0.0315,0.1468
TIC 437229644,437229644,0.1421,0.0004,0.077
TIC 800279880,800279880,12.4565,0.6275,0.1182
TIC 345036823,345036823,20.1152,1.6209,0.1804
TIC 282390661,282390661,5.4805,0.1253,0.5383
TIC 147935967,147935967,21.6764,2.6586,0.1662
TIC 263053077,263053077,16.7477,1.0041,0.1159
TIC 427586730,427586730,18.8452,1.4347,0.4692
TIC 4972033,4972033,17.3945,1.216,0.5857
TIC 198099910,198099910,11.8383,0.4023,0.2251
TIC 78004131,78004131,1.7138,0.0079,0.1435
TIC 290474796,290474796,1.436,0.0099,1.2232
TIC 103580569,103580569,2.5033,0.0149,1.7358
TIC 323425106,323425106,22.6313,2.0495,0.1336
TIC 219792161,219792161,19.1981,0.7398,0.3608
TIC 130999789,130999789,21.8249,2.6949,0.1585
TIC 177237464,177237464,19.6738,0.8993,0.1086
TIC 119584412,119584412,15.5805,1.3813,0.1125
TIC 300040734,300040734,1.9248,0.017,0.3257
TIC 131788311,131788311,11.0622,0.3639,0.242
TIC 305326395,305326395,18.9159,2.0288,0.1681
TIC 440875191,440875191,4.866,0.0995,0.2188
TIC 185617406,185617406,0.4767,0.0021,0.0397
TIC 165204611,165204611,7.8334,0.2518,0.8057
TIC 18998800,18998800,14.6234,1.2184,0.1758
TIC 942118653,942118653,4.0387,0.0571,0.6093
TIC 321103619,321103619,5.5561,0.182,0.2321
TIC 293630845,293630845,9.6685,0.5384,0.1974
TIC 754939561,754939561,1.9711,0.0252,0.2417
TIC 178246933,178246933,2.7739,0.0338,1.335
TIC 88138162,88138162,2.8864,0.0365,1.5968
TIC 60734281,60734281,7.448,0.2281,1.0096
TIC 800548327,800548327,0.7398,0.0044,0.2339
TIC 289351402,289351402,10.9742,0.2626,0.7307
TIC 268119987,268119987,3.117,0.0597,0.0303
TIC 389356212,389356212,0.4912,0.0016,0.8202
TIC 241682179,241682179,0.2456,0.0008,0.0497
TIC 74188694,74188694,7.283,0.2183,1.0625
TIC 765671323,765671323,3.3418,0.0682,0.2861
TIC 423279065,423279065,10.0129,0.5768,0.0973
TIC 151764983,151764983,4.0387,0.0571,0.6093
TIC 363087449,363087449,10.5105,0.4529,0.1887
TIC 144085388,144085388,3.0745,0.0411,0.1892
TIC 471012297,471012297,0.6746,0.0037,0.1257
TIC 13886484,13886484,1.6995,0.0135,1.1174
TIC 117409109,117409109,19.7869,2.2184,0.1497
TIC 147261632,147261632,0.7815,0.0034,0.2224
TIC 118608254,118608254,21.4976,1.8522,0.203
TIC 93236650,93236650,2.1623,0.0211,0.0997
TIC 114804401,114804401,0.6102,0.0016,0.3261
TIC 342888849,342888849,1.1738,0.0034,0.2704
TIC 900108099,900108099,20.0699,2.2818,0.2196
TIC 256206519,256206519,5.3104,0.0833,0.3211
TIC 377041106,377041106,3.3922,0.0496,0.2773
TIC 115282129,115282129,11.977,0.8211,0.0879
TIC 172626538,172626538,23.1867,3.0392,0.1566
TIC 392789424,392789424,10.9938,0.6935,0.0855
TIC 141819864,141819864,22.2473,1.9796,0.1436
TIC 321928346,321928346,21.4112,1.3013,0.1402
TIC 144223156,144223156,10.0258,0.4089,0.3969
TIC 416519879,416519879,21.674,2.6581,0.159
TIC 380025752,380025752,19.5943,1.5387,0.0991
TIC 23491633,23491633,0.8319,0.0053,0.2821
TIC 350074599,350074599,20.5572,2.3931,0.0921
TIC 1190309,1190309,16.6676,1.5787,0.2352
TIC 471012541,471012541,9.9238,0.5667,0.1016
TIC 62941328,62941328,14.8704,1.2595,0.1614
TIC 120462356,120462356,2.9583,0.027,0.6559
TIC 154223760,154223760,20.5047,2.3809,0.1075
TIC 239195319,239195319,17.7748,1.7934,0.1068
TIC 262722576,262722576,17.4033,1.7198,0.3042
TIC 111952685,111952685,21.3557,2.5811,0.2333
TIC 331898912,331898912,12.1707,0.4278,0.3727
TIC 87403283,87403283,3.0111,0.0323,0.6001
TIC 5901154,5901154,14.5836,0.6106,0.1934
TIC 395326726,395326726,15.3224,0.9453,0.2597
TIC 447744042,447744042,19.8084,2.2232,0.0717
TIC 94003407,94003407,19.4569,2.1456,0.4371
TIC 357521651,357521651,5.6407,0.1874,0.1133
TIC 317443482,317443482,10.4586,0.6285,0.143
TIC 259103852,259103852,0.5081,0.0017,1.4242
TIC 122723011,122723011,1.9656,0.0177,0.2195
TIC 301842096,301842096,4.367,0.0807,0.561
TIC 73493299,73493299,8.3062,0.3994,0.3118
TIC 444059177,444059177,17.0942,0.9583,0.4189
TIC 453445590,453445590,7.4879,0.3259,0.4607
TIC 312091266,312091266,15.1816,0.9296,0.1721
TIC 350043760,350043760,19.339,1.4994,0.1509
TIC 286992966,286992966,14.8101,1.2494,0.1224
TIC 172533278,172533278,5.3742,0.1206,0.5681
TIC 39731200,39731200,21.8749,2.7072,0.1078
TIC 115070878,115070878,20.6375,2.4116,0.0941
TIC 394350365,394350365,20.388,2.3541,0.2416
TIC 184899004,184899004,21.4585,2.6058,0.0928
TIC 194230330,194230330,8.9262,0.4601,1.0914
TIC 264924081,264924081,0.6877,0.0028,0.1302
TIC 306741844,306741844,19.8981,1.3,0.0935
TIC 170889350,170889350,15.4724,1.3624,0.1386
TIC 25381371,25381371,20.6101,1.7099,0.1188
TIC 97522283,97522283,10.4076,0.6225,0.7884
TIC 22146908,22146908,8.3957,0.2473,0.2378
TIC 363530852,363530852,20.2932,2.3324,0.1498
TIC 331609888,331609888,6.3627,0.1676,0.7315
TIC 60846087,60846087,11.8211,0.8002,0.3819
TIC 414964448,414964448,16.7424,0.8067,0.2581
TIC 242189360,242189360,0.3362,0.0009,0.5517
TIC 238027971,238027971,19.1259,1.0521,0.0982
TIC 453442366,453442366,7.564,0.1487,1.3531
TIC 252907497,252907497,18.2278,1.1194,0.1107
TIC 258160271,258160271,21.605,1.8723,0.1273
TIC 135351899,135351899,19.4853,2.1518,0.1424
TIC 154567011,154567011,12.4776,0.4481,0.2756
TIC 333877951,333877951,17.4261,1.2194,0.2673
TIC 154458616,154458616,13.4434,1.0316,0.2571
TIC 379166346,379166346,10.6975,0.3338,0.2138
TIC 233503533,233503533,19.1501,0.5594,0.1449
TIC 453082318,453082318,19.2467,0.7081,0.2395
TIC 258095326,258095326,3.9015,0.0649,0.4232
TIC 290405947,290405947,10.6836,0.3796,0.5702
TIC 54003038,54003038,7.942,0.2592,0.5646
TIC 406140135,406140135,3.0007,0.0321,1.1005
TIC 285833451,285833451,18.7024,1.4044,0.1157
TIC 326682209,326682209,6.7107,0.152,0.289
TIC 333620087,333620087,0.1897,0.0005,0.1577
TIC 425166925,425166925,2.8468,0.029,0.2872
TIC 193730786,193730786,17.4985,0.8178,0.1735
TIC 51778364,51778364,14.866,1.2587,0.149
TIC 219463771,219463771,1.2326,0.003,0.4735
TIC 450706705,450706705,8.4036,0.4087,0.0921
TIC 300515837,300515837,18.6605,0.831,0.1301
TIC 202422252,202422252,9.6657,0.5381,0.1789
TIC 306735860,306735860,11.2797,0.5171,0.1045
TIC 303946923,303946923,1.4608,0.0059,0.0917
TIC 197251248,197251248,0.254,0.0004,0.1913
TIC 161001323,161001323,6.9414,0.1453,0.1577
TIC 54109992,54109992,9.1021,0.4781,0.0706
TIC 417117130,417117130,11.8101,0.5897,0.8332
TIC 396742086,396742086,19.0957,1.1939,0.1948
TIC 357348571,357348571,19.3735,1.5149,0.1769
TIC 172517469,172517469,10.3338,0.4341,0.3373
TIC 21246336,21246336,12.7541,0.7293,0.0954
TIC 52058617,52058617,20.1306,1.6289,0.1837
TIC 422206032,422206032,18.8996,1.4464,0.1278
TIC 166555862,166555862,7.6251,0.3377,0.4612
TIC 76313563,76313563,4.1383,0.0515,1.2126
TIC 77562353,77562353,18.1741,1.8741,0.0997
TIC 154220180,154220180,14.5139,0.8504,0.3994
TIC 158382161,158382161,21.8205,1.9072,0.1096
TIC 115582979,115582979,14.9117,0.8966,0.2
TIC 164879361,164879361,5.0799,0.1308,0.1705
TIC 284291748,284291748,7.4028,0.3187,0.2883
TIC 445188441,445188441,1.6433,0.009,0.7612
TIC 53178075,53178075,5.9221,0.119,0.4862
TIC 159504587,159504587,17.9149,1.2881,0.1259
TIC 168078441,168078441,20.8477,2.4606,0.0922
TIC 266880925,266880925,21.8439,2.6996,0.1077
TIC 357348573,357348573,18.7078,1.1573,0.1705
TIC 23369524,23369524,1.9249,0.0139,0.3343
TIC 274223174,274223174,18.4285,1.3629,0.1821
TIC 34068865,34068865,20.0659,2.2809,0.1004
TIC 53670671,53670671,14.6607,1.2246,0.0942
TIC 334844739,334844739,9.3174,0.5006,0.3727
TIC 446175401,446175401,0.3641,0.0007,1.9735
TIC 158533060,158533060,21.4654,2.6075,0.1243
TIC 144706127,144706127,8.4975,0.4177,0.1816
TIC 71341847,71341847,9.9614,0.4039,0.3161
TIC 405946733,405946733,2.9722,0.0386,0.5725
TIC 447283834,447283834,7.8311,0.1467,0.2985
TIC 160077328,160077328,20.3401,1.6587,0.1284
TIC 193265875,193265875,15.5633,0.9804,0.303
TIC 368459120,368459120,9.3834,0.1704,0.4009
TIC 335590305,335590305,18.0905,1.8571,0.3524
TIC 154486565,154486565,5.9163,0.0658,0.711
TIC 448186109,448186109,4.926,0.0644,0.455
TIC 17855483,17855483,15.8325,1.4259,0.1559
TIC 8380346,8380346,16.3152,1.5133,0.2677
TIC 190118490,190118490,5.0874,0.0886,0.5814
TIC 91287873,91287873,13.1184,0.6975,0.1776
TIC 392402786,392402786,1.0315,0.0045,0.863
TIC 82115886,82115886,20.5698,2.396,0.2509
TIC 270279556,270279556,18.9092,1.1953,0.1778
TIC 310782012,310782012,6.4373,0.2425,0.1301
TIC 45045365,45045365,12.1938,0.6114,0.4276
TIC 441753021,441753021,9.2269,0.2215,0.2453
TIC 219432168,219432168,17.9729,1.0584,0.1335
TIC 29853348,29853348,0.7031,0.0028,5.2886
TIC 11906889,11906889,15.684,1.3995,0.1528
TIC 190166086,190166086,1.9752,0.0113,0.1706
TIC 103571388,103571388,10.0311,0.2597,1.2829
TIC 392822740,392822740,19.6186,2.1811,0.1315
TIC 355946390,355946390,11.5449,0.5414,0.1331
TIC 137750828,137750828,19.527,2.1609,0.1116
TIC 239134469,239134469,16.3353,1.0728,0.2089
TIC 160374134,160374134,22.1038,2.7637,0.2561
TIC 150182605,150182605,20.0519,2.2777,0.1835
TIC 6028019,6028019,8.7632,0.4437,0.2458
TIC 293148224,293148224,1.561,0.0082,1.2222
TIC 70229817,70229817,20.553,2.3921,0.1108
TIC 147671540,147671540,20.9219,1.7561,0.1302
TIC 187922557,187922557,21.0298,1.7741,0.1084
TIC 188045767,188045767,19.9999,2.266,0.1136
TIC 263350818,263350818,2.123,0.0204,0.3684
TIC 101522277,101522277,14.5512,1.2065,0.1027
TIC 86232609,86232609,2.9205,0.0236,0.8262
TIC 471012481,471012481,16.9205,1.6265,0.1404
TIC 120459870,120459870,6.6195,0.2561,0.1781
TIC 281495662,281495662,20.9205,1.1176,0.1951
TIC 229544558,229544558,8.9243,0.3252,0.2775
TIC 170876763,170876763,20.826,2.4556,0.1923
TIC 224298134,224298134,16.8445,0.8163,0.4474
TIC 177308913,177308913,22.1328,1.6008,0.1127
TIC 88814270,88814270,16.4449,1.5372,0.3495
TIC 279205147,279205147,4.8689,0.0473,0.2898
TIC 118407500,118407500,7.7487,0.3485,0.1013
TIC 289706625,289706625,0.4417,0.0009,2.6472
TIC 172773051,172773051,14.0559,1.1266,0.13
TIC 159298763,159298763,21.6218,1.3227,0.1397
TIC 233010801,233010801,10.8143,0.1274,0.5286
TIC 800985777,800985777,13.0241,0.969,0.3105
TIC 72533133,72533133,10.1241,0.5895,0.2093
TIC 46907042,46907042,1.6044,0.0086,4.161
TIC 91987394,91987394,13.3236,0.5077,0.2365
TIC 349490623,349490623,7.5922,0.3349,0.1509
TIC 375841179,375841179,4.9269,0.1025,0.1243
TIC 32086543,32086543,11.7779,0.4639,0.2407
TIC 56933779,56933779,8.0593,0.3765,0.5334
TIC 150282725,150282725,9.0186,0.3374,0.2609
TIC 281764250,281764250,10.6609,0.3265,0.2422
TIC 378889925,378889925,19.0001,2.0468,0.0739
TIC 394283859,394283859,19.9467,1.5939,0.0673
TIC 419575434,419575434,9.1401,0.2443,0.4478
TIC 150316752,150316752,3.8073,0.0292,0.4749
TIC 32409296,32409296,7.1748,0.2388,0.2073
TIC 82458305,82458305,19.9176,1.5894,0.21
TIC 159613900,159613900,2.645,0.0121,1.017
TIC 53569838,53569838,7.8055,0.177,0.3423
TIC 157272202,157272202,5.9473,0.1201,0.1855
TIC 392323519,392323519,4.0062,0.0483,1.3484
TIC 142385359,142385359,18.2463,1.3492,0.2239
TIC 234520515,234520515,17.6059,1.2443,0.1986
TIC 185259057,185259057,18.8554,2.016,0.1731
TIC 14344965,14344965,14.0523,0.6512,0.159
TIC 22527304,22527304,6.0069,0.1498,0.4653
TIC 340637363,340637363,6.2996,0.0578,0.2798
TIC 159159828,159159828,17.0326,1.648,0.1407
TIC 138988113,138988113,20.4754,2.3742,0.1328
TIC 202426247,202426247,4.3706,0.066,0.4422
TIC 419848241,419848241,5.9132,0.1187,1.3332
TIC 414964447,414964447,16.7027,0.8027,0.2421
TIC 272232401,272232401,2.8289,0.0101,0.9082
TIC 20905543,20905543,20.9041,2.4739,0.0907
TIC 233190504,233190504,12.6665,0.9171,0.1093
TIC 219822564,219822564,20.7852,1.4135,0.1029
TIC 49431004,49431004,17.8024,1.2904,0.131
TIC 267802440,267802440,2.1733,0.0174,1.3013
TIC 313422129,313422129,21.2292,2.5508,0.1026
TIC 22127499,22127499,17.0391,1.6492,0.4972
TIC 441792834,441792834,20.219,0.7755,0.0927
TIC 272020228,272020228,15.4224,0.9641,0.8041
TIC 237540727,237540727,13.9883,1.1159,0.0906
TIC 163261025,163261025,21.2015,1.8198,0.24
TIC 17327368,17327368,19.1177,2.072,0.1163
TIC 273727123,273727123,14.8815,1.2613,0.1479
TIC 229552665,229552665,20.1032,1.3219,0.1408
TIC 199574208,199574208,1.2688,0.003,0.3803
TIC 275249970,275249970,21.2396,1.8252,0.1826
TIC 53550719,53550719,4.8936,0.1013,0.4016
TIC 451798625,451798625,10.5651,0.4597,0.5318
TIC 425282449,425282449,17.9465,1.8279,0.1489
TIC 327729815,327729815,4.108,0.0585,0.473
TIC 170630774,170630774,17.4442,1.7278,0.1058
TIC 233652019,233652019,12.3268,0.5067,0.3747
TIC 183564259,183564259,5.629,0.1867,0.2142
TIC 193867007,193867007,20.307,1.3486,0.1522
TIC 313046356,313046356,15.0218,1.285,0.616
TIC 289265961,289265961,17.1183,1.1778,0.3748
TIC 302262138,302262138,19.7299,1.5607,0.1132
TIC 397000048,397000048,19.5684,1.5346,0.1902
TIC 372611670,372611670,5.0501,0.0676,0.8654
TIC 353804063,353804063,1.0903,0.0061,3.5078
TIC 154089472,154089472,12.8192,0.4226,0.3295
TIC 384888319,384888319,19.4891,2.1526,0.2259
TIC 303954252,303954252,19.0262,1.4512,0.1205
TIC 396951485,396951485,14.4559,1.1909,0.1078
TIC 13536686,13536686,10.7155,0.6593,0.1422
TIC 468978941,468978941,19.0354,1.4786,0.158
TIC 334034005,334034005,4.9506,0.1028,1.1477
TIC 142040321,142040321,4.6133,0.0897,0.4809
TIC 25799110,25799110,1.9356,0.0172,1.2064
TIC 144155897,144155897,9.5063,0.5208,0.5622
TIC 91474396,91474396,5.6581,0.0843,2.051
TIC 256160507,256160507,8.8319,0.2254,0.4845
TIC 101546760,101546760,12.9929,0.9644,0.3117
TIC 36879392,36879392,18.8064,1.4212,0.1657
TIC 252794465,252794465,10.6801,0.655,0.2115
TIC 392067319,392067319,16.6234,1.5704,0.1129
TIC 313276541,313276541,5.8281,0.1997,0.1739
TIC 93014929,93014929,11.0385,0.4943,0.1835
TIC 268181483,268181483,8.7114,0.1969,0.1943
TIC 165414546,165414546,17.6715,1.7728,0.1455
TIC 272020227,272020227,16.3451,1.5188,1.0098
GAIA DR3 5377248240834453632,162211294,4.9209,0.1437,0.0942
TIC 3645378,3645378,19.5536,2.1668,0.0967
TIC 288405352,288405352,4.4707,0.0689,0.2936
TIC 96194213,96194213,13.47,1.0357,0.0869
TIC 241682178,241682178,0.2456,0.0008,0.0497
TIC 202425393,202425393,19.2423,1.0558,0.2849
TIC 156817668,156817668,3.7345,0.0597,0.8934
TIC 357059973,357059973,13.9946,0.7916,0.1273
TIC 26763553,26763553,1.089,0.006,0.8687
TIC 24437475,24437475,17.6824,1.7749,0.1201
TIC 233200932,233200932,13.7573,0.4993,0.1956
TIC 192016074,192016074,21.7421,2.6747,0.1354
TIC 392549423,392549423,21.0158,2.5002,0.2208
TIC 102885744,102885744,14.4794,1.1948,0.2065
TIC 173673173,173673173,5.2012,0.1601,0.3017
TIC 307928780,307928780,19.4099,2.1353,0.1538
TIC 445451837,445451837,20.1061,2.29,0.1326
TIC 199573444,199573444,21.8596,1.9344,0.1233
TIC 67459023,67459023,20.0356,1.612,0.1429
TIC 303610879,303610879,21.4001,1.8637,0.1328
TIC 149397312,149397312,17.2998,0.9865,0.4156
TIC 131036907,131036907,10.1579,0.4196,0.4404
TIC 125115082,125115082,1.3027,0.0083,0.0741
TIC 362249359,362249359,15.1538,0.9248,0.1918
TIC 159503663,159503663,17.2042,0.9903,0.1369
TIC 201837359,201837359,16.6731,1.5798,0.146
TIC 11665403,11665403,9.2293,0.4913,0.147
TIC 26073633,26073633,5.8438,0.1679,0.3527
TIC 310004221,310004221,18.9063,1.4359,0.1752
TIC 137958028,137958028,14.0746,1.1296,0.1277
TIC 337111106,337111106,1.0485,0.008,0.0528
TIC 393494810,393494810,18.813,2.007,0.1315
TIC 302366928,302366928,16.8491,0.9353,0.1781
TIC 132706871,132706871,2.6291,0.0432,0.0606
TIC 158002900,158002900,22.6527,2.9017,0.2356
TIC 409319605,409319605,0.568,0.0028,0.2335
TIC 156084049,156084049,19.5757,1.1048,0.3464
TIC 465595015,465595015,18.8254,2.0096,0.1318
TIC 155885021,155885021,11.7371,0.789,0.1559
TIC 168707044,168707044,21.1224,1.7877,0.1636
TIC 20118918,20118918,20.6758,2.4205,0.166
TIC 72938014,72938014,10.1692,0.5947,0.154
TIC 3575626,3575626,17.162,1.1904,0.3072
TIC 435875507,435875507,3.9616,0.0945,0.147
TIC 266744225,266744225,2.7786,0.0277,0.8071
TIC 106260491,106260491,11.4911,0.5366,0.2347
TIC 233051394,233051394,14.2777,0.255,0.3545
TIC 288129738,288129738,20.3411,1.1727,0.0907
TIC 56719902,56719902,7.8376,0.3564,0.3628
TIC 453465810,453465810,5.7557,0.0975,0.5059
TIC 45775433,45775433,9.9249,0.2319,0.7558
TIC 142098917,142098917,4.7307,0.0778,0.2759
TIC 16140464,16140464,15.5815,0.989,0.1464
TIC 145015449,145015449,19.6571,2.1896,0.0866
TIC 285972083,285972083,20.826,2.4556,0.1913
TIC 447283835,447283835,7.8555,0.1478,0.3052
TIC 359816457,359816457,9.9395,0.5685,0.1723
TIC 16805617,16805617,9.9052,0.4003,0.7486
TIC 142383642,142383642,22.1545,1.3949,0.1669
TIC 183564258,183564258,2.464,0.0344,0.1705
TIC 199658044,199658044,20.1603,0.6727,0.1558
TIC 313403579,313403579,9.8949,0.3985,0.1141
TIC 257798328,257798328,1.4557,0.0102,0.4055
TIC 1400807589,1400807589,9.3579,0.0979,0.3196
TIC 372914095,372914095,3.3418,0.0682,0.2861
TIC 166646980,166646980,10.6892,0.6561,0.4263
TIC 26163031,26163031,5.1161,0.155,0.2114
TIC 402028045,402028045,17.7027,1.779,0.1117
TIC 23080347,23080347,14.9491,1.2727,0.1177
TIC 160536086,160536086,20.517,0.9122,0.1417
TIC 142746541,142746541,18.3184,1.9037,0.1291
TIC 325273691,325273691,10.3454,0.4385,0.594
TIC 16034014,16034014,17.3185,1.7032,0.6376
TIC 22511044,22511044,10.4575,0.6284,0.2392
TIC 363859338,363859338,4.7908,0.1047,0.3649
TIC 115582977,115582977,7.4094,0.3193,0.3146
TIC 367586985,367586985,21.3104,2.5702,0.1324
TIC 274229418,274229418,8.6506,0.4326,0.153
TIC 257210997,257210997,12.6921,0.9208,0.1405
TIC 36124955,36124955,1.8797,0.0094,0.6724
TIC 267461550,267461550,10.0385,0.2204,0.3462
TIC 369614946,369614946,1.8715,0.0114,0.2806
TIC 248108784,248108784,18.5487,1.9515,0.1514
TIC 318025884,318025884,20.1424,2.2982,0.1471
TIC 129997166,129997166,11.3085,0.7332,0.1981
TIC 199524942,199524942,19.06,1.4565,0.1173
TIC 454014111,454014111,19.5384,2.1634,0.1095
TIC 219040975,219040975,12.3112,0.634,0.2144
TIC 437011608,437011608,8.8739,0.3218,0.4761
TIC 117121960,117121960,0.9514,0.003,3.8427
TIC 270740006,270740006,4.2995,0.1107,0.1722
TIC 407221667,407221667,13.184,0.7943,0.123
TIC 305187872,305187872,9.4672,0.3859,0.2321
TIC 12359292,12359292,16.1297,1.4794,0.7504
TIC 150276644,150276644,4.3703,0.1142,1.0376
TIC 142489676,142489676,21.3315,1.821,0.1917
TIC 67514180,67514180,19.1615,2.0814,0.1014
TIC 302699294,302699294,1.0027,0.0052,2.0976
TIC 141864507,141864507,12.9815,0.4865,0.4658
TIC 284026481,284026481,18.6003,1.9623,0.1483
TIC 92763631,92763631,15.0276,0.9329,0.2769
TIC 66189398,66189398,14.4205,1.1852,0.2412
TIC 119082256,119082256,15.0039,1.2819,0.1479
TIC 359572486,359572486,10.8856,0.309,0.1504
TIC 157982999,157982999,21.4057,1.0628,0.2426
