star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname,Name,__S_,__FHK_,__FHa_,Simbad,_RA,_DE
TIC 290716988,84.23688779862,-47.96469004614,84.23704035503101,-47.96469503367661,290716988.0,4.795598309045006e+18,4.795598309045006e+18,26373.0,2MASS J05365685-4757528,8090-01488-1,WDS J05369-4758A,V* UY Pic,tic_near,23.12872276532076,0.0158347822725772,-1.1344367604865055,0.0183072499930858,GaiaDR3,2023A&A...674A...1G,,,,,8.77,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,7.676,0.064,Simbad 2012AcA....62...67K,2012AcA....62...67K,,,,,6.699,0.024,Simbad 2012AcA....62...67K,2012AcA....62...67K,6.37,0.018,TIC,2019AJ....158..138S,5.931,0.04,TIC,2019AJ....158..138S,5.811,0.021,TIC,2019AJ....158..138S,7.019,0.006,7.55013370513916,0.0030225866827343,gaia_dr3,2023A&A...674A...1G,7.964189529418945,0.0052906218048706,6.961479187011719,0.0065584815734623,40.65668272286863,0.0137354973703622,GaiaDR3,2023A&A...674A...1G,24.593917846679688,0.0083770751953125,bj2021,2021AJ....161..147B,0,K0V,2006A&A...460..695T,1,5102.0,41.0,Pastel,2022A&A...663A...4S,4.461739943434816,0.0282173136134552,calculated_from_M_and_R,Calculated Value,4.49,0.1,Pastel,2022A&A...663A...4S,-0.08,0.05,Pastel,2022A&A...663A...4S,-0.3297328539594889,0.0107035342884907,update_TIC,Calculated Value,0.8755991056789799,0.0177331445285313,calc_from_L_and_Teff,Calculated Value,0.8096231818199158,0.0411300659179687,gaia_dr3_flame,2023A&A...674A...1G,0,,,gaia_dr3_flame,2023A&A...674A...1G,,8.694728,20.554052,4.795598309045218e+18,8.694728,20.554052,4.795598309045218e+18,1,1,A,18.3,1.6899999999999995,,,,0,,HD  37572,0.79,211.05,36.38,Simbad,84.23689,-47.96469
TIC 93279196,86.11057040435,-22.42183729712,86.10910372271664,-22.42340450564174,93279196.0,2.9640010145140756e+18,2.9640010145140756e+18,,2MASS J05442655-2225184,5930-02196-1,WDS J05445-2227B,V* AK Lep,tic_near,-304.9050366049925,0.0130894165486097,-352.605730230766,0.0194037035107612,GaiaDR3,2023A&A...674A...1G,,,,,7.09,,Simbad,,6.15,,Simbad,,,,,,,,,,4.845,0.198,TIC,2019AJ....158..138S,4.158,0.202,TIC,2019AJ....158..138S,4.131,0.264,TIC,2019AJ....158..138S,5.278,0.006,5.868165969848633,0.0027798305922065,gaia_dr3,2023A&A...674A...1G,6.365758419036865,0.0031213699716825,5.208363056182861,0.0040505446546481,112.46606502613808,0.0224688109010458,GaiaDR3,2023A&A...674A...1G,8.890215873718262,0.0014715194702148,bj2021,2021AJ....161..147B,0,K3,1985ApJS...59..197B,1,5027.0,67.0,Pastel,2022A&A...663A...4S,4.655001131591516,0.034599615345531,calculated_from_M_and_R,Calculated Value,4.51,0.06,Pastel,2022A&A...663A...4S,-0.06,0.04,Pastel,2022A&A...663A...4S,-0.5538347027910387,0.0092450585738635,update_TIC,Calculated Value,0.6968150514129077,0.0200003541702249,calc_from_L_and_Teff,Calculated Value,0.8001447319984436,0.0442020297050476,gaia_dr3_flame,2023A&A...674A...1G,0,5.856347560882568,3.9773242473602304,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,1,1,B,95.5,-2.64,2.9640001598212183e+18,97.4296,-2.3913,0,,HD  38392,0.48,62.95,22.14,Simbad,86.1106,-22.42188
TIC 93280676,86.11577716057,-22.4483733184,86.11439122579156,-22.45002336420253,93280676.0,2.9640001598201185e+18,2.9640001598212183e+18,27072.0,2MASS J05442780-2226538,5930-02197-1,WDS J05445-2227A,* gam Lep,tic_near,-291.75677673534847,0.0873471498489379,-368.5208157670237,0.1335741430521011,GaiaDR3,2023A&A...674A...1G,4.08,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,4.07,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.6,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,3.15,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.89,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.804,0.276,TIC,2019AJ....158..138S,2.606,0.236,TIC,2019AJ....158..138S,2.508,0.228,TIC,2019AJ....158..138S,3.097,1.916,3.476823091506958,0.0029727975104487,gaia_dr3,2023A&A...674A...1G,3.7968590259552,0.0087493550569366,3.0440361499786377,0.0041353480097856,112.29602820037746,0.1451680213212967,GaiaDR3,2023A&A...674A...1G,8.901442527770996,0.0125904083251953,bj2021,2021AJ....161..147B,0,F6V,2008ApJS..176..216A,1,6313.0,26.0,Pastel,2022A&A...663A...4S,4.2901129135444815,0.022896156780603,calculated_from_M_and_R,Calculated Value,4.35,0.04,Pastel,2022A&A...663A...4S,-0.08,0.01,Pastel,2022A&A...663A...4S,0.3722962802123192,0.0159079501049584,update_TIC,Calculated Value,1.283302990453096,0.0257709509881947,calc_from_L_and_Teff,Calculated Value,1.1713958978652954,0.0400050282478332,gaia_dr3_flame,2023A&A...674A...1G,0,4.001788139343262,0.6223986148834229,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,1,1,A,95.5,2.64,2.9640010145140756e+18,97.4296,2.3913,0,,HD  38393,0.16,188.15,39.16,Simbad,86.11579,-22.44838
TIC 176521059,87.14558393876,-4.09464431585,87.1458581131804,-4.095664047742017,176521059.0,3.0237112690671913e+18,3.0237112690671913e+18,27435.0,2MASS J05483495-0405404,4776-01306-1,,HD  38858,tic_near,61.42699725421628,0.0271102637052536,-229.29120099564253,0.0234966538846492,GaiaDR3,2023A&A...674A...1G,6.71,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,6.61,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,5.97,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,,,,,,,,,5.26,0.294,TIC,2019AJ....158..138S,4.595,0.076,TIC,2019AJ....158..138S,4.405,0.015,TIC,2019AJ....158..138S,5.369,0.006,5.805881023406982,0.0027783042214998,gaia_dr3,2023A&A...674A...1G,6.129700660705566,0.0029258271516523,5.313390254974365,0.0039134552917713,65.74459508507027,0.0307162646204233,GaiaDR3,2023A&A...674A...1G,15.206184387207031,0.0059247016906738,bj2021,2021AJ....161..147B,0,G2V,2003AJ....126.2048G,1,5731.0,18.0,Pastel,2022A&A...663A...4S,4.495831500493941,0.021534232008393,calculated_from_M_and_R,Calculated Value,4.47,0.03,Pastel,2022A&A...663A...4S,-0.22,0.01,Pastel,2022A&A...663A...4S,-0.0849637835766,0.0105222919635067,update_TIC,Calculated Value,0.9198350117554958,0.0125520764444126,calc_from_L_and_Teff,Calculated Value,0.9664596915245056,0.0400090813636779,gaia_dr3_flame,2023A&A...674A...1G,0,4.89824914932251,1.1103920936584473,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,0,0,,,,,,,0,,HD  38858,0.16,102.85,32.39,Simbad,87.14559,-4.09465
TIC 219173916,91.19449632996,-48.45829837255,91.19381858578474,-48.45839929665534,219173916.0,5.554191685020872e+18,5.554191685020872e+18,28796.0,2MASS J06044676-4827301,8105-01651-1,WDS J06048-4828AB,HD  41824,tic_near,-101.46047751477704,0.0342691391706466,-23.222762962258265,0.0345445275306701,GaiaDR3,2023A&A...674A...1G,,,,,7.937,0.023,TIC tycho2b3,2019AJ....158..138S,7.207,0.046,TIC gaia2,2019AJ....158..138S,7.57,0.39,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,5.345,0.026,TIC,2019AJ....158..138S,4.971,0.034,TIC,2019AJ....158..138S,4.82,0.02,TIC,2019AJ....158..138S,6.516,0.006,7.0434675216674805,0.0029231273549215,gaia_dr3,2023A&A...674A...1G,7.414762496948242,0.005411686977954,6.43935489654541,0.0094101288591227,32.613201097314715,0.0317844226956367,GaiaDR3,2023A&A...674A...1G,30.657560348510746,0.031839370727539,bj2021,2021AJ....161..147B,0,G7VpkCH-1,2006AJ....132..161G,1,5489.0,,TIC,2019AJ....158..138S,4.252841517765039,,calculated_from_M_and_R,Calculated Value,,,,,-0.05,,gcs_reanalysis,2011A&A...530A.138C,0.0572158202879405,0.0022781499580028,gaia_dr3_flame,2023A&A...674A...1G,1.1810657987816668,,calc_from_L_and_Teff,Calculated Value,0.9105883240699768,0.040000021457672,gaia_dr3_flame,2023A&A...674A...1G,0,13.404881477355955,0.7097816467285156,gaia_dr3_flame,2023A&A...674A...1G,,2.59691,7.42078,5.554191685019291e+18,2.59691,7.42078,5.554191685019291e+18,1,1,AB,2.6,0.3900000000000005,,,,0,,HD  41824,0.57,260.3,44.3,Simbad,91.1945,-48.4583
TIC 124279525,92.64423021281,-21.86462722687,92.64357908167638,-21.86782311323394,124279525.0,2.9408564021234263e+18,2.9408564021234263e+18,29295.0,2MASS J06103462-2151521,5945-00765-1,WDS J06106-2152A,HD  42581,tic_near,-135.6916079479044,0.0107036866247653,-719.1781339548138,0.0170821398496627,GaiaDR3,2023A&A...674A...1G,10.801,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,9.607,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,8.125,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.164,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.121,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,5.104,0.037,TIC,2019AJ....158..138S,4.393,0.254,TIC,2019AJ....158..138S,4.166,0.232,TIC,2019AJ....158..138S,6.408,0.106,7.31347131729126,0.0027635998578861,gaia_dr3,2023A&A...674A...1G,8.365829467773438,0.002830492951416,6.291551113128662,0.0038052492995122,173.57398583239672,0.017049565911293,GaiaDR3,2023A&A...674A...1G,5.760670185089111,0.0005543231964111,bj2021,2021AJ....161..147B,0,M1V,1991ApJS...77..417K,1,3928.0,1.0,gspspec,2023A&A...674A...1G,4.791729695648502,0.0293212614839489,calculated_from_M_and_R,Calculated Value,5.019999980926514,0.0,gspspec,2023A&A...674A...1G,-0.0199999995529651,0.0049999998882413,gspspec [M/H],2023A&A...674A...1G,-1.2880645335304213,0.0274321042379301,calc_from_gaia,Calculated Value,0.4900917816039178,0.0154802748492043,calc_from_L_and_Teff,Calculated Value,0.5422716599368713,0.0129171281434351,Mann2019,Calculated Value,0,,,,,,,,,,,,1,1,A,4.9,8.750000000000002,,,,1,GJ 229,HD  42581,1.66,9.72,4.73,Simbad,92.64423,-21.86464
TIC 265361101,94.31720789263,5.0999765638,94.31626320939142,5.100714219407709,265361101.0,3.3179011657464714e+18,3.3179011657464714e+18,29860.0,2MASS J06171614+0506001,0140-01840-1,WDS J06173+0506A,HD  43587,tic_near,-211.53224109677708,0.1504773646593094,166.6513585689015,0.1250807493925094,GaiaDR3,2023A&A...674A...1G,6.4,0.01,Simbad 1991A&AS...89..415O,1991A&AS...89..415O,6.29,0.007,Simbad 1991A&AS...89..415O,1991A&AS...89..415O,5.712,0.023,TIC sirful,2019AJ....158..138S,5.3,,Simbad 2003AJ....125..984M,2003AJ....125..984M,,,,,4.96,0.27,TIC,2019AJ....158..138S,4.434,0.076,TIC,2019AJ....158..138S,4.205,0.036,TIC,2019AJ....158..138S,5.145,0.006,5.565168380737305,0.0028706186810059,gaia_dr3,2023A&A...674A...1G,5.857744216918945,0.0030402122596899,5.073238372802734,0.006003863813908,51.61647406160722,0.123500294983387,GaiaDR3,2023A&A...674A...1G,19.368364334106445,0.0493850708007812,bj2021,2021AJ....161..147B,0,G0V,2006AJ....132..161G,1,5905.0,13.0,Pastel,2022A&A...663A...4S,4.291858937914515,0.0551478751666316,calculated_from_M_and_R,Calculated Value,4.31,0.03,Pastel,2022A&A...663A...4S,-0.04,0.01,Pastel,2022A&A...663A...4S,0.2192067629878754,0.0128948613219507,update_TIC,Calculated Value,1.229748276138846,0.0190425778634648,calc_from_L_and_Teff,Calculated Value,1.08,0.133,TIC,2019AJ....158..138S,0,,,,,,8.782439,17.609737,3.3179011700413635e+18,8.782439,17.609737,3.3179011700413635e+18,1,1,A,0.8,5.33,3.317901440625204e+18,103.1888,6.5704,0,,HD  43587,0.15,100.4,32.81,Simbad,94.31724,5.10011
TIC 42334982,96.31894339235,-0.94588282389,96.3200054103708,-0.9468533456659972,42334982.0,3.1184343976633114e+18,3.1184343976633114e+18,30545.0,2MASS J06251652-0056448,4785-02407-1,,HD  45067,tic_near,239.05136943063297,0.0451441258192062,-218.35031507589068,0.0489740036427974,GaiaDR3,2023A&A...674A...1G,,,,,6.43,,Simbad,,5.9,,Simbad,,,,,,,,,,5.13,0.25,TIC,2019AJ....158..138S,4.712,0.254,TIC,2019AJ....158..138S,4.506,0.021,TIC,2019AJ....158..138S,5.344,0.006,5.735033988952637,0.002823974133288,gaia_dr3,2023A&A...674A...1G,6.019154071807861,0.0035469068429223,5.284328937530518,0.0044188936157272,30.410332939325023,0.0455844923853874,GaiaDR3,2023A&A...674A...1G,32.85788345336914,0.0493812561035156,bj2021,2021AJ....161..147B,0,F9V,2006AJ....132..161G,1,6037.0,12.0,Pastel,2022A&A...663A...4S,3.940955200970182,0.0586453729455733,calculated_from_M_and_R,Calculated Value,4.01,0.03,Pastel,2022A&A...663A...4S,-0.07,0.02,Pastel,2022A&A...663A...4S,0.6085155955479662,0.012913328673332,update_TIC,Calculated Value,1.841908664747734,0.0283458153605771,calc_from_L_and_Teff,Calculated Value,1.08,0.142,TIC,2019AJ....158..138S,0,,,,,,,,,,,,0,0,,,,,,,0,,HD  45067,0.14,125.2,32.46,Simbad,96.31894,-0.94588
TIC 150322340,95.62892167627,-60.21865090491,95.62881797245709,-60.21836448226139,150322340.0,5.481848424118749e+18,5.481848424118749e+18,30314.0,2MASS J06223097-6013072,8894-00491-1,WDS J06225-6013A,HD  45270,tic_near,-11.428966940455606,0.0183760337531566,64.68118824881476,0.0214369241148233,GaiaDR3,2023A&A...674A...1G,7.186,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.11,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.508,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,,,,,5.87,,Simbad 2010A&A...520A..15M,2010A&A...520A..15M,5.433,0.035,TIC,2019AJ....158..138S,5.156,0.033,TIC,2019AJ....158..138S,5.045,0.018,TIC,2019AJ....158..138S,5.94,0.006,6.365206241607666,0.0027934437126348,gaia_dr3,2023A&A...674A...1G,6.661991596221924,0.0031932571705261,5.896270275115967,0.0039958976444287,41.88773446263176,0.0137841943651437,GaiaDR3,2023A&A...674A...1G,23.873809814453125,0.0076131820678728,bj2021,2021AJ....161..147B,0,G1V,2006A&A...460..695T,1,5910.0,41.0,Pastel,2022A&A...663A...4S,4.394109110270728,0.0242279906626116,calculated_from_M_and_R,Calculated Value,4.4,0.1,Pastel,2022A&A...663A...4S,0.0,0.05,Pastel,2022A&A...663A...4S,0.0836359303728958,0.0117403291247228,update_TIC,Calculated Value,1.0502571534635727,0.0203437541159118,calc_from_L_and_Teff,Calculated Value,0.9968568086624146,0.0400156080722808,gaia_dr3_flame,2023A&A...674A...1G,0,6.681094169616699,1.0127692222595217,gaia_dr3_flame,2023A&A...674A...1G,,9.930789,20.111006,5.481848424117543e+18,9.930789,20.111006,5.481848424117543e+18,1,1,A,999.9,3.33,,,,0,,HD  45270,0.39,268.25,38.43,Simbad,95.62892,-60.21865
TIC 375034557,99.50156699576,-61.53336160747,99.50108246925384,-61.53305327925275,375034557.0,5.47977876527859e+18,5.47977876527859e+18,31711.0,2MASS J06380036-6132001,8895-00851-2,WDS J06380-6132AB,HD  48189,tic_near,-41.761576063888505,0.5256273746490479,70.14777945902622,0.5722238421440125,GaiaDR3,2023A&A...674A...1G,,,,,6.747,,Simbad,,6.182,,Simbad,,,,,,5.46,,Simbad 2010A&A...520A..15M,2010A&A...520A..15M,5.079,0.272,TIC,2019AJ....158..138S,4.747,0.092,TIC,2019AJ....158..138S,4.544,0.026,TIC,2019AJ....158..138S,5.644,0.008,6.14229679107666,0.0028713657802317,gaia_dr3,2023A&A...674A...1G,6.322963237762451,0.0045634565280332,5.513931751251221,0.010245690777198,45.70521998650167,0.4449161291122436,GaiaDR3,2023A&A...674A...1G,21.90176582336425,0.2283220291137695,bj2021,2021AJ....161..147B,0,G1/2V,1975MSS...C01....0H,1,5913.0,102.1,TIC,2019AJ....158..138S,4.391738976545121,0.0646859982153488,calculated_from_M_and_R,Calculated Value,,,,,-0.17,,gcs_reanalysis,2011A&A...530A.138C,0.1216786325555579,0.0171360336787095,update_TIC,Calculated Value,1.0961656864571885,0.0435968077973273,calc_from_L_and_Teff,Calculated Value,1.08,0.136,TIC,2019AJ....158..138S,0,,,,,,,,,,,,1,1,AB,0.9,2.4499999999999997,,,,0,,HD  48189,0.44,274.35,45.52,Simbad,99.50151,-61.53339
TIC 268565917,105.07514881322,-5.3671606918,105.07462866477856,-5.3668029911914985,268565917.0,3.1013824197284014e+18,3.1013824197284014e+18,33719.0,2MASS J07001803-0522017,4822-03681-1,,HD  52265,tic_near,-116.51346930235977,0.0212546028196811,80.63272356753268,0.0203666798770427,GaiaDR3,2023A&A...674A...1G,,,,,6.845,0.015,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,6.282,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,5.242,8.888,TIC,2019AJ....158..138S,5.033,0.034,TIC,2019AJ....158..138S,4.953,0.017,TIC,2019AJ....158..138S,5.77,0.006,6.163110256195068,0.0027700428377562,gaia_dr3,2023A&A...674A...1G,6.437412738800049,0.0030549689407515,5.72014856338501,0.0039529053356423,33.42503518696486,0.022295132279396,GaiaDR3,2023A&A...674A...1G,29.89287376403809,0.0208549499511718,bj2021,2021AJ....161..147B,0,G0V,1999MSS...C05....0H,1,6114.0,10.0,Pastel,2022A&A...663A...4S,4.233788684833767,0.020899927380437,calculated_from_M_and_R,Calculated Value,4.32,0.02,Pastel,2022A&A...663A...4S,0.22,0.01,Pastel,2022A&A...663A...4S,0.3573064557975953,0.0138680149914563,update_TIC,Calculated Value,1.3447916503627384,0.0219171469839968,calc_from_L_and_Teff,Calculated Value,1.129876732826233,0.0400019884109497,gaia_dr3_flame,2023A&A...674A...1G,0,5.435317039489746,0.6934185028076172,gaia_dr3_flame,2023A&A...674A...1G,,9.327719,15.271028,3.10138241972259e+18,9.327719,15.271028,3.10138241972259e+18,0,0,,,,,,,1,HD 52265,HD  52265,0.16,130.1,36.05,Simbad,105.07515,-5.36716
TIC 173673173,112.67713220155,-37.33936227824,112.67664531263652,-37.33912778295995,173673173.0,5.586381090520539e+18,5.586381090520539e+18,36515.0,2MASS J07304251-3720217,7117-00281-1,,HD  59967,tic_near,-87.12008555154013,0.0165267344564199,52.933602249322576,0.0197068527340888,GaiaDR3,2023A&A...674A...1G,7.386,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.274,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.635,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.28,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,5.945,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,5.527,0.026,TIC,2019AJ....158..138S,5.253,0.023,TIC,2019AJ....158..138S,5.099,0.021,TIC,2019AJ....158..138S,6.065,0.006,6.502912998199463,0.0028276835973943,gaia_dr3,2023A&A...674A...1G,6.819316387176514,0.0037821258088106,6.012516498565674,0.0045430353115315,45.97376105121097,0.0172034408897161,GaiaDR3,2023A&A...674A...1G,21.74775695800781,0.0071544647216796,bj2021,2021AJ....161..147B,0,G3V,2006A&A...460..695T,1,5815.0,17.0,Pastel,2022A&A...663A...4S,4.488909911039373,0.0221845950204121,calculated_from_M_and_R,Calculated Value,4.53,0.03,Pastel,2022A&A...663A...4S,-0.04,0.02,Pastel,2022A&A...663A...4S,-0.0539244916798569,0.0118896261513489,update_TIC,Calculated Value,0.9259573020810998,0.0137827781648604,calc_from_L_and_Teff,Calculated Value,0.9638827443122864,0.0400112569332122,gaia_dr3_flame,2023A&A...674A...1G,0,6.002800941467285,1.119837999343872,gaia_dr3_flame,2023A&A...674A...1G,,7.753395,17.176085,5.586381090522842e+18,7.753395,17.176085,5.586381090522842e+18,0,0,,,,,,,0,,HD  59967,0.38,232.15,36.44,Simbad,112.67713,-37.33936
TIC 181741837,131.91828984771,-41.73679340961,131.91816769599885,-41.737806425866864,181741837.0,5.524982093479504e+18,5.524982093479504e+18,43177.0,2MASS J08474038-4144119,7683-01503-1,WDS J08477-4144A,HD  75289,tic_near,-20.376297920695407,0.0172440093010664,-227.98714878313933,0.0194638669490814,GaiaDR3,2023A&A...674A...1G,7.04,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,6.94,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,6.36,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,,,,,,,,,5.346,0.019,TIC,2019AJ....158..138S,5.187,0.031,TIC,2019AJ....158..138S,5.012,0.02,TIC,2019AJ....158..138S,5.828,0.006,6.220832347869873,0.0027652212045166,gaia_dr3,2023A&A...674A...1G,6.4979424476623535,0.0029327631491337,5.77869176864624,0.0038166726793991,34.45449069799191,0.0164865460246801,GaiaDR3,2023A&A...674A...1G,29.014413833618164,0.0119524002075195,bj2021,2021AJ....161..147B,0,F9VFe+0.3,2006AJ....132..161G,1,6163.0,27.0,Pastel,2022A&A...663A...4S,4.2868648565057015,0.0222918055835086,calculated_from_M_and_R,Calculated Value,4.32,0.07,Pastel,2022A&A...663A...4S,0.29,0.04,Pastel,2022A&A...663A...4S,0.3074404149278825,0.0137769735954735,update_TIC,Calculated Value,1.2496503548438778,0.02264433175853,calc_from_L_and_Teff,Calculated Value,1.102488994598389,0.0400740504264831,gaia_dr3_flame,2023A&A...674A...1G,0,5.683087348937988,0.7477660179138184,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,1,1,A,21.3,6.4,,,,1,HD 75289,HD  75289,0.15,118.45,33.25,Simbad,131.91829,-41.73679
TIC 383188202,142.47843947939,5.65513311204,142.47619331531757,5.655613878177123,383188202.0,3.852570413083923e+18,3.852570413083923e+18,46580.0,2MASS J09295482+0539184,0234-00468-1,,HD  82106,tic_near,-502.6546791854324,0.0272098556160926,108.53726396612656,0.0155083509162068,GaiaDR3,2023A&A...674A...1G,9.071,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,8.223,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.197,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.626,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.13,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,5.429,0.026,TIC,2019AJ....158..138S,5.002,0.055,TIC,2019AJ....158..138S,4.788,0.023,TIC,2019AJ....158..138S,6.26,0.006,6.885495185852051,0.0027600209032564,gaia_dr3,2023A&A...674A...1G,7.413558483123779,0.002851590074154,6.202699184417725,0.0038220331759263,78.19452225007079,0.0214776042848825,GaiaDR3,2023A&A...674A...1G,12.783041000366213,0.0037498474121102,bj2021,2021AJ....161..147B,0,K3V,2010MNRAS.403.1949K,1,4836.0,16.0,Pastel,2022A&A...663A...4S,4.606785964050006,0.0290056692281387,calculated_from_M_and_R,Calculated Value,4.54,0.07,Pastel,2022A&A...663A...4S,0.01,0.03,Pastel,2022A&A...663A...4S,-0.6037750566369339,0.0162770387723645,update_TIC,Calculated Value,0.7108738392888042,0.0141276060061467,calc_from_L_and_Teff,Calculated Value,0.7452524304389954,0.0400000214576721,gaia_dr3_flame,2023A&A...674A...1G,0,12.569355010986328,1.6733026504516602,gaia_dr3_flame,2023A&A...674A...1G,,5.76282,18.548077,3.852570413083924e+18,5.76282,18.548077,3.852570413083924e+18,0,0,,,,,,,0,,HD  82106,0.32,32.57,17.93,Simbad,142.47844,5.65513
