star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname,Name,__S_,__FHK_,__FHa_,Simbad,_RA,_DE
TIC 270377865,345.0803637301,-26.15375190659,345.0809029893489,-26.154467392272803,270377865.0,2.382711653818308e+18,2.382711653818308e+18,113579.0,2MASS J23001929-2609135,6974-00459-1,WDS J23005-2619C,HD 217343,tic_near,109.28493720346653,0.0224246382713317,-161.14082105113565,0.0225095432251691,GaiaDR3,2023A&A...674A...1G,,,,,8.12,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,7.48,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,6.75,,Simbad 2010A&A...520A..15M,2010A&A...520A..15M,6.291,0.02,TIC,2019AJ....158..138S,6.037,0.034,TIC,2019AJ....158..138S,5.943,0.027,TIC,2019AJ....158..138S,6.884,0.006,7.322252750396728,0.0028888166796548,gaia_dr3,2023A&A...674A...1G,7.64812707901001,0.0041659451794271,6.820123672485352,0.0049984449951376,31.46965354481666,0.021477848291397,GaiaDR3,2023A&A...674A...1G,31.740026473999023,0.0207080841064453,bj2021,2021AJ....161..147B,0,G5V,2006A&A...460..695T,1,5766.0,29.0,Pastel,2022A&A...663A...4S,4.471673053047902,0.0232507617548814,calculated_from_M_and_R,Calculated Value,4.4,0.14,Pastel,2022A&A...663A...4S,0.01,0.05,Pastel,2022A&A...663A...4S,-0.0546773982056821,0.0115938210791423,update_TIC,Calculated Value,0.9409459333603148,0.0157267142649122,calc_from_L_and_Teff,Calculated Value,0.9566096663475036,0.0400041341781615,gaia_dr3_flame,2023A&A...674A...1G,0,6.432457447052002,1.1439743041992188,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,1,1,C,581.2,2.63,2.382705816958084e+18,581.1044,2.2347,0,,HD 217343,0.47,285.55,36.22,Simbad,345.08036,-26.15375
TIC 266995561,349.65281636533,-58.30635119326,349.6546303199029,-58.30704592403033,266995561.0,6.492218417982147e+18,6.492218417982147e+18,115087.0,2MASS J23183665-5818228,8837-00850-1,WDS J23186-5818A,HD 219709,tic_near,214.49747840167183,0.0147217707708477,-156.40730991037526,0.0180214550346136,GaiaDR3,2023A&A...674A...1G,,,,,8.15,0.01,Simbad 2002A&A...384..180F,2002A&A...384..180F,7.51,0.01,Simbad 2002A&A...384..180F,2002A&A...384..180F,,,,,,,,,6.43,0.027,TIC,2019AJ....158..138S,6.084,0.024,TIC,2019AJ....158..138S,5.998,0.017,TIC,2019AJ....158..138S,6.917,0.006,7.352771282196045,0.0027602303998537,gaia_dr3,2023A&A...674A...1G,7.662727832794189,0.0028292346555987,6.868814945220947,0.0037988864637302,25.36190123723765,0.0198340136557817,GaiaDR3,2023A&A...674A...1G,39.402713775634766,0.0290737152099609,bj2021,2021AJ....161..147B,0,G1V,2006AJ....132..161G,1,5808.0,127.0,TIC,2019AJ....158..138S,4.3044987144429205,0.0435488410770586,calculated_from_M_and_R,Calculated Value,,,,,-0.08,,gcs_reanalysis,2011A&A...530A.138C,0.1267109750460162,0.0112344127615272,update_TIC,Calculated Value,1.1427597016211628,0.0521159453346618,calc_from_L_and_Teff,Calculated Value,0.9601540565490724,0.040001332759857,gaia_dr3_flame,2023A&A...674A...1G,0,10.4164457321167,1.1301460266113272,gaia_dr3_flame,2023A&A...674A...1G,,,,,,,,1,1,A,49.0,1.6099999999999994,,,,0,,HD 219709,0.22,147.8,31.15,Simbad,349.65282,-58.30635
TIC 214664574,349.77799158623,-13.45890244314,349.7792060351376,-13.459104922440806,214664574.0,2.4118550728011587e+18,2.4118550728011587e+18,115126.0,2MASS J23190668-1327310,5827-01271-1,"WDS J23191-1328Aa,Ab",*  94 Aqr,tic_near,264.63407071915043,1.2876216173171997,-59.48164078002404,0.997215449810028,GaiaDR3,2023A&A...674A...1G,,,,,5.95,0.01,Simbad 2002A&A...384..180F,2002A&A...384..180F,5.18,0.01,Simbad 2002A&A...384..180F,2002A&A...384..180F,,,,,,,,,3.818,0.298,TIC,2019AJ....158..138S,3.339,0.248,TIC,2019AJ....158..138S,3.352,0.256,TIC,2019AJ....158..138S,4.473,0.008,4.947811603546143,0.0036991817633948,gaia_dr3,2023A&A...674A...1G,5.383304119110107,0.0033180496982788,4.4303789138793945,0.0055540260379055,39.40193916260075,1.0568069219589231,GaiaDR3,2023A&A...674A...1G,25.46493911743164,0.6560592651367188,bj2021,2021AJ....161..147B,0,G8.5IV,2006AJ....132..161G,0,5359.0,66.0,Pastel,2022A&A...663A...4S,3.5549966545917,0.0826411757058565,calculated_from_M_and_R,Calculated Value,3.98,0.24,Pastel,2022A&A...663A...4S,0.06,0.06,Pastel,2022A&A...663A...4S,0.7213047076944746,0.0601391180051338,calc_from_gaia,Calculated Value,2.661567498862012,0.1955948001708727,calc_from_L_and_Teff,Calculated Value,0.927265275485346,0.1120701650435093,TIC_teff_mass_relation,Calculated Value,1,,,,,,,,,,,,1,1,"Aa,Ab",0.2,1.5,,,,0,,HD 219834,0.16,53.55,24.71,Simbad,349.77778,-13.45855
TIC 120461526,1.35178534533,-37.35736323168,1.3832841523481234,-37.36774402806293,120461526.0,2.3069652025645066e+18,2.306965202564744e+18,439.0,2MASS J00052423-3721257,6995-01264-1,,HD 225213,tic_near,5633.438087895326,0.0265835616737604,-2334.7212726520424,0.0300392415374517,GaiaDR3,2023A&A...674A...1G,11.074,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,10.022,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,8.562,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.589,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.432,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,5.328,0.019,TIC,2019AJ....158..138S,4.828,0.076,TIC,2019AJ....158..138S,4.523,0.017,TIC,2019AJ....158..138S,6.673,0.032,7.682493686676025,0.0028124513247831,gaia_dr3,2023A&A...674A...1G,8.802318572998047,0.0029850222893865,6.616269588470459,0.0038481445157046,230.09703402875448,0.0361827537417411,GaiaDR3,2023A&A...674A...1G,4.345489501953125,0.0007505416870117,bj2021,2021AJ....161..147B,0,M2V,1982MSS...C03....0H,1,3375.0,3.5,gspspec,2023A&A...674A...1G,4.725014281649248,0.0934421649863531,calculated_from_M_and_R,Calculated Value,3.9800000190734863,0.0149999856948852,gspspec,2023A&A...674A...1G,-1.2799999713897705,0.0149999856948851,gspspec [M/H],2023A&A...674A...1G,-1.6313182770868764,0.092912494476497,gaia_dr3_flame,2023A&A...674A...1G,0.4471425013527813,0.0478395830574622,calc_from_L_and_Teff,Calculated Value,0.3871137151107851,0.0087089834711498,Mann2019,Calculated Value,0,,,,,,,,,,,,0,0,,,,,,,0,,HD 225213,0.36,3.06,7.53,Simbad,1.35178,-37.35736
TIC 36124955,149.64301277512,-46.42511225273,149.64610696127892,-46.42724566366923,36124955.0,5.408648849826522e+18,5.408648849826522e+18,48904.0,2MASS J09583428-4625300,8182-03156-1,,CD-45  5627,tic_near,479.7692305780282,0.0200494099408388,-479.8667056523368,0.0221402719616889,GaiaDR3,2023A&A...674A...1G,13.77,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,12.8,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,11.32,0.046,Simbad 2012AcA....62...67K,2012AcA....62...67K,10.133,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,8.635,0.017,Simbad 2012AcA....62...67K,2012AcA....62...67K,7.127,0.02,TIC,2019AJ....158..138S,6.519,0.036,TIC,2019AJ....158..138S,6.257,0.021,TIC,2019AJ....158..138S,8.75,0.007,10.012039184570312,0.0028229115986355,gaia_dr3,2023A&A...674A...1G,11.508081436157228,0.0033458575538916,8.807452201843262,0.0039090673462827,64.71926571445111,0.0203301012516021,GaiaDR3,2023A&A...674A...1G,15.443851470947266,0.0057911872863769,bj2021,2021AJ....161..147B,0,M3Ve,2006A&A...460..695T,1,3324.0,,TIC,2019AJ....158..138S,4.68880710811942,,calculated_from_M_and_R,Calculated Value,,,,,-0.5667999982833862,0.0644000023603439,gspphot [M/H],2023A&A...674A...1G,-1.468981516062019,0.1083836180169312,update_TIC,Calculated Value,0.5556993087924336,,calc_from_L_and_Teff,Calculated Value,0.5500715631828822,0.0132750956943373,Mann2019,Calculated Value,0,,,,,,8.862395,17.144392,5.408648849827993e+18,3.364208,19.132357,5.408648849826522e+18,0,1,,,,,,,0,,GJ 375,2.56,6.33,4.74,Simbad,149.64301,-46.42512
TIC 95431305,154.90117001187,19.8700038993,154.89881370110675,19.869809905451323,95431305.0,6.254536547027519e+17,6.254536547027519e+17,,2MASS J10193634+1952122,1423-00174-1,,V* AD Leo,tic_near,-498.6203603111094,0.0278983563184738,-43.42766908201863,0.0261160545051097,GaiaDR3,2023A&A...674A...1G,,,,,10.82,0.01,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.52,0.0,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.19,0.04,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,5.449,0.027,TIC,2019AJ....158..138S,4.843,0.02,TIC,2019AJ....158..138S,4.593,0.017,TIC,2019AJ....158..138S,7.036,0.032,8.20409107208252,0.0028317527720056,gaia_dr3,2023A&A...674A...1G,9.597193717956545,0.0034258644419426,7.032550811767578,0.0039025097250692,201.40642101948623,0.0296157002449035,GaiaDR3,2023A&A...674A...1G,4.963867664337158,0.0007021427154541,bj2021,2021AJ....161..147B,0,dM3,2019AJ....157...63K,1,3044.0,83.5,gspspec,2023A&A...674A...1G,4.612062962005675,0.1106212449021074,calculated_from_M_and_R,Calculated Value,5.010000228881836,0.9499999284744264,gspspec,2023A&A...674A...1G,-0.4099999964237213,0.1900000032037496,gspspec [M/H],2023A&A...674A...1G,-1.6601771408940225,0.0993512677532172,gaia_dr3_flame,2023A&A...674A...1G,0.5317099386931916,0.0674521140997327,calc_from_L_and_Teff,Calculated Value,0.4220315229650132,0.0095024390085274,Mann2019,Calculated Value,0,,,,,,,,,,,,0,0,,,,,,,0,,GJ 388,9.04,30.89,13.15,Simbad,154.90115,19.87002
TIC 160197982,189.46756521451,-52.00147818377,189.4600972712975,-52.00134627910898,160197982.0,6.078114541943894e+18,6.078114541943894e+18,61629.0,2MASS J12375231-5200055,8244-03175-1,,CD-51  6859,tic_near,-1034.7101149952066,0.0185422599315643,29.79226493193891,0.016692129895091,GaiaDR3,2023A&A...674A...1G,13.397,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,12.198,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,10.663,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,9.586,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,8.233,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.864,0.019,TIC,2019AJ....158..138S,6.285,0.027,TIC,2019AJ....158..138S,6.02,0.021,TIC,2019AJ....158..138S,8.374,0.007,9.565008163452148,0.0027766031805169,gaia_dr3,2023A&A...674A...1G,10.905961990356444,0.0030166535938368,8.416585922241211,0.0038242622940872,105.34666432766488,0.0213327929377555,GaiaDR3,2023A&A...674A...1G,9.489614486694336,0.0018982887268057,bj2021,2021AJ....161..147B,0,M3V(e),2006A&A...460..695T,1,3433.0,,TIC,2019AJ....158..138S,4.803979494123435,,calculated_from_M_and_R,Calculated Value,,,,,0.03,,Simbad 2020A&A...644A..68M,2020A&A...644A..68M,-1.646478779815248,0.1057763128410907,update_TIC,Calculated Value,0.4246837544180128,,calc_from_L_and_Teff,Calculated Value,0.4188351895930891,0.009431676637875,Mann2019,Calculated Value,0,,,,,,2.851428,18.290716,6.078114541946541e+18,2.851428,18.290716,6.078114541946541e+18,0,0,,,,,,,0,,GJ 479,1.78,13.32,10.16,Simbad,189.46757,-52.00148
TIC 388857263,217.429,-62.6795,217.39232147200883,-62.67607511676666,388857263.0,5.853498713160607e+18,5.853498713190526e+18,70890.0,2MASS J14294291-6240465,9010-04949-1,WDS J14396-6050C,NAME Proxima Centauri,tic_near,-3781.741008265163,0.0313860774040222,769.4650146478623,0.0505245327949523,GaiaDR3,2023A&A...674A...1G,14.21,,Simbad 2014AJ....147...21J,2014AJ....147...21J,12.95,,Simbad 2014AJ....147...21J,2014AJ....147...21J,11.13,,Simbad 2014AJ....147...21J,2014AJ....147...21J,9.45,,Simbad 2014AJ....147...21J,2014AJ....147...21J,7.41,,Simbad 2014AJ....147...21J,2014AJ....147...21J,5.357,0.023,TIC,2019AJ....158..138S,4.835,0.057,TIC,2019AJ....158..138S,4.384,0.033,TIC,2019AJ....158..138S,7.36,0.036,8.984748840332031,0.0028454799670645,gaia_dr3,2023A&A...674A...1G,11.37311553955078,0.0038019086138264,7.568535327911377,0.0041671262508061,768.0665391873573,0.0498729050159454,GaiaDR3,2023A&A...674A...1G,1.3019113540649414,9.584426879882812e-05,bj2021,2021AJ....161..147B,0,M5.5Ve,1991AJ....101..662B,1,2979.0,4.0,gspspec,2023A&A...674A...1G,5.207760523680115,0.0099268444201228,calculated_from_M_and_R,Calculated Value,4.869999885559082,0.0049998760223388,gspspec,2023A&A...674A...1G,0.0399999991059303,0.0299999993294477,gspspec [M/H],2023A&A...674A...1G,-2.817541383434548,4.344537816241156e-05,gaia_dr3_flame,2023A&A...674A...1G,0.1464673913658396,0.0003934012617008,calc_from_L_and_Teff,Calculated Value,0.1262335482401175,0.0028045561193804,Mann2019,Calculated Value,0,,,,,,9.280463,15.940793,5.85349870881846e+18,0.803151,18.920452,5.853498713190524e+18,1,1,C,11131.822416092877,-12.56,,,,1,Proxima Cen,GJ 551,4.1,1.68,2.05,Simbad,217.42895,-62.67948
TIC 325554331,269.45208249906,4.69336444623,269.4485025254384,4.739420051112412,325554331.0,4.4728321309425756e+18,4.4728321309425756e+18,87937.0,2MASS J17574849+0441405,0425-02502-1,,NAME Barnard's star,tic_near,-801.5509783684709,0.0318208672106266,10362.394206546573,0.036070454865694,GaiaDR3,2023A&A...674A...1G,12.497,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,11.24,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,9.511,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,8.298,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.741,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,5.244,0.02,TIC,2019AJ....158..138S,4.834,0.034,TIC,2019AJ....158..138S,4.524,0.02,TIC,2019AJ....158..138S,6.883,0.007,8.193974494934082,0.0028425237465163,gaia_dr3,2023A&A...674A...1G,9.791788101196287,0.0030142984803026,6.9580912590026855,0.0038464362134611,546.975939730948,0.0401163548231124,GaiaDR3,2023A&A...674A...1G,1.82810640335083,0.0001251697540282,bj2021,2021AJ....161..147B,0,M4V,1991ApJS...77..417K,1,3259.0,,TIC,2019AJ....158..138S,5.075332923957494,,calculated_from_M_and_R,Calculated Value,,,,,-3.0,1.729999989271164,gspspec [M/H],2023A&A...674A...1G,-2.4183114376844976,0.1105694500453054,update_TIC,Calculated Value,0.1937885910048746,,calc_from_L_and_Teff,Calculated Value,0.1629002334893592,0.0035741104324352,Mann2019,Calculated Value,0,,,,,,7.037043,19.345739,4.4728328868455526e+18,5.203921,19.879988,4.4728328181260657e+18,0,0,,,,,,,0,,GJ 699,0.93,2.61,2.48,Simbad,269.45208,4.6934
TIC 224752354,282.45568250213,-23.83623710263,282.4587890175222,-23.83709744872712,224752354.0,4.0751417687856466e+18,4.0751417687856466e+18,92403.0,2MASS J18494929-2350101,6859-01332-1,WDS J18498-2350A,Ross  154,tic_near,639.367850335873,0.0368387289345264,-193.95792507116096,0.0318295881152153,GaiaDR3,2023A&A...674A...1G,13.528,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,12.19,0.01,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,10.43,0.01,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,10.23,0.02,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,7.703,0.02,Simbad 2012AcA....62...67K,2012AcA....62...67K,6.222,0.018,TIC,2019AJ....158..138S,5.655,0.034,TIC,2019AJ....158..138S,5.37,0.016,TIC,2019AJ....158..138S,7.827,0.007,9.12641429901123,0.0028925331909841,gaia_dr3,2023A&A...674A...1G,10.732183456420898,0.0042267574481721,7.898147106170654,0.0040166462342799,336.0266016683708,0.0316661223769187,GaiaDR3,2023A&A...674A...1G,2.975431203842163,0.0002866983413696,bj2021,2021AJ....161..147B,0,M3.5Ve,2015AJ....149..106D,1,3261.0,,TIC,2019AJ....158..138S,5.046123290046009,,calculated_from_M_and_R,Calculated Value,,,,,-0.089,,Simbad 2020ApJ...898..119R,2020ApJ...898..119R,-2.345639177318659,0.1097774908429301,update_TIC,Calculated Value,0.2104415338417294,,calc_from_L_and_Teff,Calculated Value,0.1796050649777366,0.0038961957825246,Mann2019,Calculated Value,0,,,,,,6.638584,18.915367,4.075141768785769e+18,6.638584,18.915367,4.075141768785769e+18,1,1,A,6.2,11.669999999999998,,,,0,,GJ 729,6.98,79.85,30.12,Simbad,282.45568,-23.83623
